Topic,Characteristic,Note,Total
Mother tongue,"          Indo-European languages, n.i.e.",,5
Mother tongue,        Japanese,,480
Mother tongue,        Korean,,3500
Mother tongue,        Mongolian,,15
Mother tongue,        Niger-Congo languages,,315
Mother tongue,          Akan (Twi),,55
Mother tongue,          Bamanankan,,0
Mother tongue,          Edo,,10
Mother tongue,          Éwé,,10
Mother tongue,"          Fulah (Pular, Pulaar, Fulfulde)",,0
Mother tongue,          Ga,,10
Mother tongue,          Ganda,,5
Mother tongue,          Gikuyu,,0
Mother tongue,          Igbo,,35
Mother tongue,          Kinyarwanda (Rwanda),,5
Mother tongue,          Lingala,,0
Mother tongue,          Luba-Kasai,,0
Mother tongue,          Mòoré,,0
Mother tongue,          Mwani,,5
Mother tongue,          Ndebele,,0
Mother tongue,          Rundi (Kirundi),,0
Mother tongue,          Shona,,10
Mother tongue,          Soninke,,0
Mother tongue,          Sotho-Tswana languages,,5
Mother tongue,          Swahili,,55
Mother tongue,          Wojenaka,,0
Mother tongue,          Wolof,,5
Mother tongue,          Yoruba,,85
Mother tongue,"          Niger-Congo languages, n.i.e.",,20
Mother tongue,        Nilo-Saharan languages,,10
Mother tongue,          Dinka,,0
Mother tongue,          Nuer,,0
Mother tongue,"          Nilo-Saharan languages, n.i.e.",,10
Mother tongue,"          African, n.o.s.",,0
Mother tongue,        Sign languages,,20
Mother tongue,          American Sign Language,,10
Mother tongue,          Quebec Sign Language,,0
Mother tongue,"          Sign languages, n.i.e.",,15
Mother tongue,        Sino-Tibetan languages,,126030
Mother tongue,          Chinese languages,,125905
Mother tongue,            Hakka,,1930
Mother tongue,            Mandarin,,49380
Mother tongue,            Min Dong,,250
Mother tongue,"            Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",,1300
Mother tongue,            Wu (Shanghainese),,635
Mother tongue,            Yue (Cantonese),,71905
Mother tongue,"            Chinese, n.o.s.",,485
Mother tongue,"            Chinese languages, n.i.e.",,20
Mother tongue,          Tibeto-Burman languages,,95
Mother tongue,            Burmese,,80
Mother tongue,            Kuki-Chin languages,,0
Mother tongue,            Karenic languages,,0
Mother tongue,              S'gaw Karen,,0
Mother tongue,"              Karenic languages, n.i.e.",,0
Mother tongue,            Tibetan,,15
Mother tongue,"            Tibeto-Burman languages, n.i.e.",,0
Mother tongue,"          Sino-Tibetan languages, n.i.e.",,30
Mother tongue,        Tai-Kadai languages,,165
Mother tongue,          Lao,,70
Mother tongue,          Thai,,75
Mother tongue,"          Tai-Kadai languages, n.i.e.",,20
Mother tongue,        Turkic languages,,725
Mother tongue,          Azerbaijani,,120
Mother tongue,          Kazakh,,5
Mother tongue,          Turkish,,565
Mother tongue,          Uyghur,,15
Mother tongue,          Uzbek,,10
Mother tongue,"          Turkic languages, n.i.e.",,5
Mother tongue,        Uralic languages,,630
Mother tongue,          Estonian,,65
Mother tongue,          Finnish,,85
Mother tongue,          Hungarian,,475
Mother tongue,"        Other languages, n.i.e.",,5
Mother tongue,  Multiple responses,,23695
Mother tongue,    English and French,,795
Mother tongue,    English and non-official language(s),,20415
Mother tongue,    French and non-official language(s),,225
Mother tongue,"    English, French and non-official language(s)",,500
Mother tongue,    Multiple non-official languages,,1765
All languages spoken at home,Total - All languages spoken at home for the total population excluding institutional residents - 100% data,40,337485
All languages spoken at home,  English,,117500
All languages spoken at home,  French,,345
All languages spoken at home,  Non-official language,,80025
All languages spoken at home,    Indigenous,39,0
All languages spoken at home,    Non-Indigenous,,80025
All languages spoken at home,  English and French,,1995
All languages spoken at home,  English and non-official language(s),,126130
All languages spoken at home,  French and non-official language(s),,115
All languages spoken at home,"  English, French and non-official language(s)",,3115
All languages spoken at home,  Multiple non-official languages,,8255
Language spoken most often at home,Total - Language spoken most often at home for the total population excluding institutional residents - 100% data,41,337485
Language spoken most often at home,  Single responses,,307100
Language spoken most often at home,    Official languages,,163645
Language spoken most often at home,      English,,163020
Language spoken most often at home,      French,,625
Language spoken most often at home,    Non-official languages,,143455
Language spoken most often at home,      Indigenous languages,39,5
Language spoken most often at home,        Algonquian languages,,0
Language spoken most often at home,          Blackfoot,,0
Language spoken most often at home,          Cree-Innu languages,,0
Language spoken most often at home,            Atikamekw,,0
Language spoken most often at home,            Cree languages,,0
Language spoken most often at home,              Ililimowin (Moose Cree),,0
Language spoken most often at home,              Inu Ayimun (Southern East Cree),,0
Language spoken most often at home,              Iyiyiw-Ayimiwin (Northern East Cree),,0
Language spoken most often at home,              Nehinawewin (Swampy Cree),,0
Language spoken most often at home,              Nehiyawewin (Plains Cree),,0
Language spoken most often at home,              Nihithawiwin (Woods Cree),,0
Language spoken most often at home,"              Cree, n.o.s.",,0
Language spoken most often at home,            Innu (Montagnais),,0
Language spoken most often at home,            Naskapi,,0
Language spoken most often at home,          Eastern Algonquian languages,,0
Language spoken most often at home,            Mi'kmaq,,0
Language spoken most often at home,            Wolastoqewi (Malecite),,0
Language spoken most often at home,          Ojibway-Potawatomi languages,,0
Language spoken most often at home,            Anicinabemowin (Algonquin),,0
Language spoken most often at home,            Oji-Cree,,0
Language spoken most often at home,            Ojibway languages,,0
Language spoken most often at home,              Anishinaabemowin (Chippewa),,0
Language spoken most often at home,              Daawaamwin (Odawa),,0
Language spoken most often at home,              Saulteau (Western Ojibway),,0
Language spoken most often at home,"              Ojibway, n.o.s.",,0
Language spoken most often at home,"          Algonquian languages, n.i.e.",,0
Language spoken most often at home,        Athabaskan languages,,0
Language spoken most often at home,          Northern Athabaskan languages,,0
Language spoken most often at home,            Dakelh (Carrier),,0
Language spoken most often at home,            Dane-zaa (Beaver),,0
Language spoken most often at home,"            Dene, n.o.s.",,0
Language spoken most often at home,            Gwich'in,,0
Language spoken most often at home,            Slavey-Hare languages,,0
Language spoken most often at home,              Deh Gah Ghotie Zhatie (South Slavey),,0
Language spoken most often at home,              Satuotine Yati (North Slavey),,0
Language spoken most often at home,"              Slavey, n.o.s.",,0
Language spoken most often at home,            Tahltan languages,,0
Language spoken most often at home,              Kaska (Nahani),,0
Language spoken most often at home,              Tahltan,,0
Language spoken most often at home,            Tlicho (Dogrib),,0
Language spoken most often at home,            Tse'khene (Sekani),,0
Language spoken most often at home,            Tsilhqot'in (Chilcotin),,0
Language spoken most often at home,            Tsuu T'ina (Sarsi),,0
Language spoken most often at home,            Tutchone languages,,0
Language spoken most often at home,              Northern Tutchone,,0
Language spoken most often at home,              Southern Tutchone,,0
Language spoken most often at home,"              Tutchone, n.o.s.",,0
Language spoken most often at home,            Wetsuwet'en-Babine,,0
Language spoken most often at home,          Tlingit,,0
Language spoken most often at home,"          Athabaskan languages, n.i.e.",,0
Language spoken most often at home,        Haida,,0
Language spoken most often at home,        Inuktut (Inuit) languages,,0
Language spoken most often at home,          Inuinnaqtun (Inuvialuktun),,0
Language spoken most often at home,            Inuinnaqtun,,0
Language spoken most often at home,            Inuvialuktun,,0
Language spoken most often at home,          Inuktitut,,0
Language spoken most often at home,"          Inuktut (Inuit) languages, n.i.e.",,0
Language spoken most often at home,        Iroquoian languages,,0
Language spoken most often at home,          Cayuga,,0
Language spoken most often at home,          Mohawk,,0
Language spoken most often at home,          Oneida,,0
Language spoken most often at home,"          Iroquoian languages, n.i.e.",,0
Language spoken most often at home,        Ktunaxa (Kutenai),,0
Language spoken most often at home,        Michif,,0
Language spoken most often at home,        Salish languages,,0
Language spoken most often at home,          Halkomelem,,0
Language spoken most often at home,          Lillooet,,0
Language spoken most often at home,          Ntlakapamux (Thompson),,0
Language spoken most often at home,          Secwepemctsin (Shuswap),,0
Language spoken most often at home,          Squamish,,0
Language spoken most often at home,          Straits,,0
Language spoken most often at home,          Syilx (Okanagan),,0
Language spoken most often at home,"          Salish languages, n.i.e.",,0
Language spoken most often at home,        Siouan languages,,0
Language spoken most often at home,          Assiniboine,,0
Language spoken most often at home,          Dakota,,0
Language spoken most often at home,          Stoney,,0
Language spoken most often at home,"          Siouan languages, n.i.e.",,0
Language spoken most often at home,        Tsimshian languages,,0
Language spoken most often at home,          Gitxsan (Gitksan),,0
Language spoken most often at home,          Nisga'a,,0
Language spoken most often at home,          Tsimshian,,0
Language spoken most often at home,        Wakashan languages,,0
Language spoken most often at home,          Haisla,,0
Language spoken most often at home,          Heiltsuk,,0
Language spoken most often at home,          Kwak'wala (Kwakiutl),,0
Language spoken most often at home,          Nuu-chah-nulth (Nootka),,0
Language spoken most often at home,"          Wakashan languages, n.i.e.",,0
Language spoken most often at home,"        Indigenous languages, n.i.e.",,0
Language spoken most often at home,"        Indigenous languages, n.o.s.",,0
Language spoken most often at home,      Non-Indigenous languages,,143455
Language spoken most often at home,        Afro-Asiatic languages,,1470
Language spoken most often at home,          Berber languages,,0
Language spoken most often at home,            Kabyle,,0
Language spoken most often at home,            Tamazight,,0
Language spoken most often at home,"            Berber languages, n.i.e.",,0
Language spoken most often at home,          Chadic languages,,0
Language spoken most often at home,            Hausa,,0
Language spoken most often at home,            Mina,,0
Language spoken most often at home,          Coptic,,15
Language spoken most often at home,          Cushitic languages,,55
Language spoken most often at home,            Bilen,,0
Language spoken most often at home,            Oromo,,0
Language spoken most often at home,            Somali,,50
Language spoken most often at home,"            Cushitic languages, n.i.e.",,0
Language spoken most often at home,          Semitic languages,,1395
Language spoken most often at home,            Amharic,,10
Language spoken most often at home,            Arabic,,1195
Language spoken most often at home,            Aramaic languages,,15
Language spoken most often at home,              Assyrian Neo-Aramaic,,10
Language spoken most often at home,              Chaldean Neo-Aramaic,,0
Language spoken most often at home,"              Aramaic, n.o.s.",,0
Language spoken most often at home,            Harari,,25
Language spoken most often at home,            Hebrew,,125
Language spoken most often at home,            Maltese,,10
Language spoken most often at home,            Tigrigna,,25
Language spoken most often at home,"            Semitic languages, n.i.e.",,5
Language spoken most often at home,        Austro-Asiatic languages,,510
Language spoken most often at home,          Khmer (Cambodian),,35
Language spoken most often at home,          Vietnamese,,475
Language spoken most often at home,"          Austro-Asiatic languages, n.i.e",,0
Language spoken most often at home,        Austronesian languages,,2505
Language spoken most often at home,          Bikol,,10
Language spoken most often at home,"          Bisaya, n.o.s.",,20
Language spoken most often at home,          Cebuano,,50
Language spoken most often at home,          Fijian,,0
Language spoken most often at home,          Hiligaynon,,35
Language spoken most often at home,          Ilocano,,90
Language spoken most often at home,          Indonesian,,100
Language spoken most often at home,          Kankanaey,,0
Language spoken most often at home,          Kinaray-a,,0
Language spoken most often at home,          Malagasy languages,,0
Language spoken most often at home,            Merina,,0
Language spoken most often at home,"            Malagasy, n.o.s.",,0
Language spoken most often at home,          Malay,,0
Language spoken most often at home,"          Pampangan (Kapampangan, Pampango)",,10
Language spoken most often at home,          Pangasinan,,10
Language spoken most often at home,"          Tagalog (Pilipino, Filipino)",,2145
Language spoken most often at home,          Waray-Waray,,10
Language spoken most often at home,"          Austronesian languages, n.i.e.",,20
Language spoken most often at home,        Creole languages,,105
Language spoken most often at home,          Haitian Creole,,10
Language spoken most often at home,          Jamaican English Creole,,0
Language spoken most often at home,          Krio,,0
Language spoken most often at home,          Morisyen,,85
Language spoken most often at home,          Sango,,0
Language spoken most often at home,"          Creole, n.o.s.",,5
Language spoken most often at home,"          Creole languages, n.i.e.",,0
Language spoken most often at home,        Dravidian languages,,11205
Language spoken most often at home,          Kannada,,85
Language spoken most often at home,          Malayalam,,415
Language spoken most often at home,          Tamil,,10385
Language spoken most often at home,          Telugu,,320
Language spoken most often at home,          Tulu,,0
Language spoken most often at home,"          Dravidian languages, n.i.e.",,5
Language spoken most often at home,        Georgian,,30
Language spoken most often at home,        Hmong-Mien languages,,0
Language spoken most often at home,        Indo-European languages,,23320
Language spoken most often at home,          Albanian,,45
Language spoken most often at home,          Armenian,,640
Language spoken most often at home,          Balto-Slavic languages,,2075
Language spoken most often at home,            Baltic languages,,10
Language spoken most often at home,              Latvian,,10
Language spoken most often at home,              Lithuanian,,5
Language spoken most often at home,            Slavic languages,,2065
Language spoken most often at home,              Belarusian,,0
Language spoken most often at home,              Bulgarian,,55
Language spoken most often at home,              Czech,,20
Language spoken most often at home,              Macedonian,,385
Language spoken most often at home,              Polish,,145
Language spoken most often at home,              Russian,,1200
Language spoken most often at home,              Rusyn,,0
Language spoken most often at home,              Serbo-Croatian,,185
Language spoken most often at home,                Bosnian,,15
Language spoken most often at home,                Croatian,,30
Language spoken most often at home,                Serbian,,130
Language spoken most often at home,"                Serbo-Croatian, n.i.e.",,5
Language spoken most often at home,              Slovak,,15
Language spoken most often at home,              Slovene (Slovenian),,10
Language spoken most often at home,              Ukrainian,,50
Language spoken most often at home,"              Slavic languages, n.i.e.",,0
Language spoken most often at home,          Celtic languages,,0
Language spoken most often at home,            Irish,,0
Language spoken most often at home,            Scottish Gaelic,,0
Language spoken most often at home,            Welsh,,0
Language spoken most often at home,"            Celtic languages, n.i.e.",,0
Language spoken most often at home,          Germanic languages,,100
Language spoken most often at home,            Frisian,,0
Language spoken most often at home,            High German languages,,80
Language spoken most often at home,              German,,85
Language spoken most often at home,              Pennsylvania German,,0
Language spoken most often at home,              Swiss German,,0
Language spoken most often at home,              Yiddish,,0
Language spoken most often at home,            Low Saxon-Low Franconian languages,,10
Language spoken most often at home,              Afrikaans,,0
Language spoken most often at home,              Dutch,,10
Language spoken most often at home,"              Low German, n.o.s.",,0
Language spoken most often at home,              Low Saxon,,0
Language spoken most often at home,              Plautdietsch,,0
Language spoken most often at home,              Vlaams (Flemish),,0
Language spoken most often at home,            Scandinavian languages,,5
Language spoken most often at home,              Danish,,5
Language spoken most often at home,              Icelandic,,0
Language spoken most often at home,              Norwegian,,0
Language spoken most often at home,              Swedish,,0
Language spoken most often at home,"            Germanic languages, n.i.e.",,0
Language spoken most often at home,          Greek,,715
Language spoken most often at home,          Indo-Iranian languages,,16795
Language spoken most often at home,            Indo-Aryan languages,,10570
Language spoken most often at home,              Assamese,,10
Language spoken most often at home,              Bengali,,395
Language spoken most often at home,              Gujarati,,2205
Language spoken most often at home,              Hindi,,1260
Language spoken most often at home,              Kacchi,,180
Language spoken most often at home,              Kashmiri,,10
Language spoken most often at home,              Konkani,,30
Language spoken most often at home,              Marathi,,140
Language spoken most often at home,              Nepali,,20
Language spoken most often at home,              Oriya languages,,25
Language spoken most often at home,                Odia,,20
Language spoken most often at home,"                Oriya, n.o.s.",,0
Language spoken most often at home,              Punjabi (Panjabi),,2260
Language spoken most often at home,              Rohingya,,0
Language spoken most often at home,              Sindhi,,35
Language spoken most often at home,              Sinhala (Sinhalese),,195
Language spoken most often at home,              Urdu,,3805
Language spoken most often at home,"              Indo-Aryan languages, n.i.e.",,10
Language spoken most often at home,            Iranian languages,,6215
Language spoken most often at home,              Baluchi,,0
Language spoken most often at home,              Kurdish,,70
Language spoken most often at home,              Parsi,,5
Language spoken most often at home,              Pashto,,170
Language spoken most often at home,              Persian languages,,5970
Language spoken most often at home,                Dari,,515
Language spoken most often at home,                Iranian Persian,,4815
Language spoken most often at home,"                Persian (Farsi), n.o.s.",,635
Language spoken most often at home,"              Iranian languages, n.i.e.",,0
Language spoken most often at home,"            Indo-Iranian languages, n.i.e.",,0
Language spoken most often at home,          Italic (Romance) languages,,2935
Language spoken most often at home,            Catalan,,0
Language spoken most often at home,            Italian,,885
Language spoken most often at home,            Portuguese,,360
Language spoken most often at home,            Romanian,,385
Language spoken most often at home,            Spanish,,1305
Language spoken most often at home,"            Italic (Romance) languages, n.i.e.",,0
Language spoken most often at home,"          Indo-European languages, n.i.e.",,5
Language spoken most often at home,        Japanese,,265
Language spoken most often at home,        Korean,,2485
Language spoken most often at home,        Mongolian,,10
Language spoken most often at home,        Niger-Congo languages,,95
Language spoken most often at home,          Akan (Twi),,20
Language spoken most often at home,          Bamanankan,,0
Language spoken most often at home,          Edo,,5
Language spoken most often at home,          Éwé,,0
Language spoken most often at home,"          Fulah (Pular, Pulaar, Fulfulde)",,0
Language spoken most often at home,          Ga,,0
Language spoken most often at home,          Ganda,,0
Language spoken most often at home,          Gikuyu,,0
Language spoken most often at home,          Igbo,,5
Language spoken most often at home,          Kinyarwanda (Rwanda),,5
Language spoken most often at home,          Lingala,,0
Language spoken most often at home,          Luba-Kasai,,0
Language spoken most often at home,          Mòoré,,0
Language spoken most often at home,          Mwani,,0
Language spoken most often at home,          Ndebele,,0
Language spoken most often at home,          Rundi (Kirundi),,0
Language spoken most often at home,          Shona,,0
Language spoken most often at home,          Soninke,,0
Language spoken most often at home,          Sotho-Tswana languages,,0
Language spoken most often at home,          Swahili,,10
Language spoken most often at home,          Wojenaka,,0
Language spoken most often at home,          Wolof,,0
Language spoken most often at home,          Yoruba,,35
Language spoken most often at home,"          Niger-Congo languages, n.i.e.",,0
Language spoken most often at home,        Nilo-Saharan languages,,5
Language spoken most often at home,          Dinka,,0
Language spoken most often at home,          Nuer,,0
Language spoken most often at home,"          Nilo-Saharan languages, n.i.e.",,5
Language spoken most often at home,"          African, n.o.s.",,0
Language spoken most often at home,        Sign languages,,65
Language spoken most often at home,          American Sign Language,,45
Language spoken most often at home,          Quebec Sign Language,,0
Language spoken most often at home,"          Sign languages, n.i.e.",,15
Language spoken most often at home,        Sino-Tibetan languages,,100665
Language spoken most often at home,          Chinese languages,,100600
Language spoken most often at home,            Hakka,,900
Language spoken most often at home,            Mandarin,,41235
Language spoken most often at home,            Min Dong,,155
Language spoken most often at home,"            Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",,640
Language spoken most often at home,            Wu (Shanghainese),,365
Language spoken most often at home,            Yue (Cantonese),,56950
Language spoken most often at home,"            Chinese, n.o.s.",,340
Language spoken most often at home,"            Chinese languages, n.i.e.",,10
Language spoken most often at home,          Tibeto-Burman languages,,55
Language spoken most often at home,            Burmese,,45
Language spoken most often at home,            Kuki-Chin languages,,0
Language spoken most often at home,            Karenic languages,,0
Language spoken most often at home,              S'gaw Karen,,0
Language spoken most often at home,"              Karenic languages, n.i.e.",,0
Language spoken most often at home,            Tibetan,,5
Language spoken most often at home,"            Tibeto-Burman languages, n.i.e.",,0
Language spoken most often at home,"          Sino-Tibetan languages, n.i.e.",,15
Language spoken most often at home,        Tai-Kadai languages,,50
Language spoken most often at home,          Lao,,20
Language spoken most often at home,          Thai,,20
Language spoken most often at home,"          Tai-Kadai languages, n.i.e.",,5
Language spoken most often at home,        Turkic languages,,465
Language spoken most often at home,          Azerbaijani,,55
Language spoken most often at home,          Kazakh,,0
Language spoken most often at home,          Turkish,,390
Language spoken most often at home,          Uyghur,,10
Language spoken most often at home,          Uzbek,,5
Language spoken most often at home,"          Turkic languages, n.i.e.",,5
Language spoken most often at home,        Uralic languages,,200
Language spoken most often at home,          Estonian,,15
Language spoken most often at home,          Finnish,,20
Language spoken most often at home,          Hungarian,,165
Language spoken most often at home,"        Other languages, n.i.e.",,5
Language spoken most often at home,  Multiple responses,,30380
Language spoken most often at home,    English and French,,445
Language spoken most often at home,    English and non-official language(s),,28930
Language spoken most often at home,    French and non-official language(s),,70
Language spoken most often at home,"    English, French and non-official language(s)",,290
Language spoken most often at home,    Multiple non-official languages,,650
Other language spoken regularly at home,Total - Other language(s) spoken regularly at home for the total population excluding institutional residents - 100% data,42,337485
Other language spoken regularly at home,  None,,223155
Other language spoken regularly at home,  English,,48200
Other language spoken regularly at home,  French,,2155
Other language spoken regularly at home,  Non-official language,,49585
Other language spoken regularly at home,    Indigenous,39,0
Other language spoken regularly at home,    Non-Indigenous,,49585
Other language spoken regularly at home,  English and French,,470
Other language spoken regularly at home,  English and non-official language(s),,7295
Other language spoken regularly at home,  French and non-official language(s),,1430
Other language spoken regularly at home,"  English, French and non-official language(s)",,95
Other language spoken regularly at home,  Multiple non-official languages,,5105
Knowledge of languages,Total - Knowledge of languages for the population in private households - 25% sample data,43,337250
Knowledge of languages,  Official languages,,302950
Knowledge of languages,    English,,302820
Knowledge of languages,    French,,18440
Knowledge of languages,  Non-official languages,,245060
Knowledge of languages,    Indigenous languages,39,35
Knowledge of languages,      Algonquian languages,,25
Knowledge of languages,        Blackfoot,,0
Knowledge of languages,        Cree-Innu languages,,0
Knowledge of languages,          Atikamekw,,0
Knowledge of languages,          Cree languages,,0
Knowledge of languages,            Ililimowin (Moose Cree),,0
Knowledge of languages,            Inu Ayimun (Southern East Cree),,0
Knowledge of languages,            Iyiyiw-Ayimiwin (Northern East Cree),,0
Knowledge of languages,            Nehinawewin (Swampy Cree),,0
Knowledge of languages,            Nehiyawewin (Plains Cree),,0
Knowledge of languages,            Nihithawiwin (Woods Cree),,0
Knowledge of languages,"            Cree, n.o.s.",,0
Knowledge of languages,          Innu (Montagnais),,0
Knowledge of languages,          Naskapi,,0
Knowledge of languages,        Eastern Algonquian languages,,0
Knowledge of languages,          Mi'kmaq,,0
Knowledge of languages,          Wolastoqewi (Malecite),,0
Knowledge of languages,        Ojibway-Potawatomi languages,,0
Knowledge of languages,          Anicinabemowin (Algonquin),,0
Knowledge of languages,          Oji-Cree,,0
Knowledge of languages,          Ojibway languages,,0
Knowledge of languages,            Anishinaabemowin (Chippewa),,0
Knowledge of languages,            Daawaamwin (Odawa),,0
Knowledge of languages,            Saulteau (Western Ojibway),,0
Knowledge of languages,"            Ojibway, n.o.s.",,0
Knowledge of languages,"        Algonquian languages, n.i.e.",,0
Knowledge of languages,      Athabaskan languages,,0
Knowledge of languages,        Northern Athabaskan languages,,0
Knowledge of languages,          Dakelh (Carrier),,0
Knowledge of languages,          Dane-zaa (Beaver),,0
Knowledge of languages,"          Dene, n.o.s.",,0
Knowledge of languages,          Gwich'in,,0
Knowledge of languages,          Slavey-Hare languages,,0
Knowledge of languages,            Deh Gah Ghotie Zhatie (South Slavey),,0
Knowledge of languages,            Satuotine Yati (North Slavey),,0
Knowledge of languages,"            Slavey, n.o.s.",,0
Knowledge of languages,          Tahltan languages,,0
Knowledge of languages,            Kaska (Nahani),,0
Knowledge of languages,            Tahltan,,0
Knowledge of languages,          Tlicho (Dogrib),,0
Knowledge of languages,          Tse'khene (Sekani),,0
Knowledge of languages,          Tsilhqot'in (Chilcotin),,0
Knowledge of languages,          Tsuu T'ina (Sarsi),,0
Knowledge of languages,          Tutchone languages,,0
Knowledge of languages,            Northern Tutchone,,0
Knowledge of languages,            Southern Tutchone,,0
Knowledge of languages,"            Tutchone, n.o.s.",,0
Knowledge of languages,          Wetsuwet'en-Babine,,0
Knowledge of languages,        Tlingit,,0
Knowledge of languages,"        Athabaskan languages, n.i.e.",,0
Knowledge of languages,      Haida,,0
Knowledge of languages,      Inuktut (Inuit) languages,,0
Knowledge of languages,        Inuinnaqtun (Inuvialuktun),,0
Knowledge of languages,          Inuinnaqtun,,0
Knowledge of languages,          Inuvialuktun,,0
Knowledge of languages,        Inuktitut,,0
Knowledge of languages,"        Inuktut (Inuit) languages, n.i.e.",,0
Knowledge of languages,      Iroquoian languages,,0
Knowledge of languages,        Cayuga,,0
Knowledge of languages,        Mohawk,,0
Knowledge of languages,        Oneida,,0
Knowledge of languages,"        Iroquoian languages, n.i.e.",,0
Knowledge of languages,      Ktunaxa (Kutenai),,0
Knowledge of languages,      Michif,,0
Knowledge of languages,      Salish languages,,0
Knowledge of languages,        Halkomelem,,0
Knowledge of languages,        Lillooet,,0
Knowledge of languages,        Ntlakapamux (Thompson),,0
Knowledge of languages,        Secwepemctsin (Shuswap),,0
Knowledge of languages,        Squamish,,0
Knowledge of languages,        Straits,,0
Knowledge of languages,        Syilx (Okanagan),,0
Knowledge of languages,"        Salish languages, n.i.e.",,0
Knowledge of languages,      Siouan languages,,0
Knowledge of languages,        Assiniboine,,0
Knowledge of languages,        Dakota,,0
Knowledge of languages,        Stoney,,0
Knowledge of languages,"        Siouan languages, n.i.e.",,0
Knowledge of languages,      Tsimshian languages,,0
Knowledge of languages,        Gitxsan (Gitksan),,0
Knowledge of languages,        Nisga'a,,0
Knowledge of languages,        Tsimshian,,0
Knowledge of languages,      Wakashan languages,,0
Knowledge of languages,        Haisla,,0
Knowledge of languages,        Heiltsuk,,0
Knowledge of languages,        Kwak'wala (Kwakiutl),,0
Knowledge of languages,        Nuu-chah-nulth (Nootka),,0
Knowledge of languages,"        Wakashan languages, n.i.e.",,0
Knowledge of languages,"      Indigenous languages, n.i.e.",,0
Knowledge of languages,"      Indigenous languages, n.o.s.",,0
Knowledge of languages,    Non-Indigenous languages,,245035
Knowledge of languages,      Afro-Asiatic languages,,5740
Knowledge of languages,        Berber languages,,0
Knowledge of languages,          Kabyle,,0
Knowledge of languages,          Tamazight,,0
Knowledge of languages,"          Berber languages, n.i.e.",,0
Knowledge of languages,        Chadic languages,,0
Knowledge of languages,          Hausa,,0
Knowledge of languages,          Mina,,0
Knowledge of languages,        Coptic,,60
Knowledge of languages,        Cushitic languages,,265
Knowledge of languages,          Bilen,,0
Knowledge of languages,          Oromo,,15
Knowledge of languages,          Somali,,260
Knowledge of languages,"          Cushitic languages, n.i.e.",,0
Knowledge of languages,        Semitic languages,,5465
Knowledge of languages,          Amharic,,115
Knowledge of languages,          Arabic,,4385
Knowledge of languages,          Aramaic languages,,20
Knowledge of languages,            Assyrian Neo-Aramaic,,15
Knowledge of languages,            Chaldean Neo-Aramaic,,10
Knowledge of languages,"            Aramaic, n.o.s.",,0
Knowledge of languages,          Harari,,55
Knowledge of languages,          Hebrew,,940
Knowledge of languages,          Maltese,,55
Knowledge of languages,          Tigrigna,,25
Knowledge of languages,"          Semitic languages, n.i.e.",,0
Knowledge of languages,      Austro-Asiatic languages,,2255
Knowledge of languages,        Khmer (Cambodian),,95
Knowledge of languages,        Vietnamese,,2175
Knowledge of languages,"        Austro-Asiatic languages, n.i.e",,0
Knowledge of languages,      Austronesian languages,,7600
Knowledge of languages,        Bikol,,20
Knowledge of languages,"        Bisaya, n.o.s.",,45
Knowledge of languages,        Cebuano,,165
Knowledge of languages,        Fijian,,0
Knowledge of languages,        Hiligaynon,,95
Knowledge of languages,        Ilocano,,555
Knowledge of languages,        Indonesian,,300
Knowledge of languages,        Kankanaey,,0
Knowledge of languages,        Kinaray-a,,0
Knowledge of languages,        Malagasy languages,,0
Knowledge of languages,          Merina,,0
Knowledge of languages,"          Malagasy, n.o.s.",,0
Knowledge of languages,        Malay,,225
Knowledge of languages,"        Pampangan (Kapampangan, Pampango)",,45
Knowledge of languages,        Pangasinan,,15
Knowledge of languages,"        Tagalog (Pilipino, Filipino)",,6900
Knowledge of languages,        Waray-Waray,,135
Knowledge of languages,"        Austronesian languages, n.i.e.",,135
Knowledge of languages,      Creole languages,,585
Knowledge of languages,        Haitian Creole,,30
Knowledge of languages,        Jamaican English Creole,,35
Knowledge of languages,        Krio,,0
Knowledge of languages,        Morisyen,,350
Knowledge of languages,        Sango,,0
Knowledge of languages,"        Creole, n.o.s.",,115
Knowledge of languages,"        Creole languages, n.i.e.",,55
Knowledge of languages,      Dravidian languages,,22555
Knowledge of languages,        Kannada,,415
Knowledge of languages,        Malayalam,,1250
Knowledge of languages,        Tamil,,20555
Knowledge of languages,        Telugu,,1090
Knowledge of languages,        Tulu,,30
Knowledge of languages,"        Dravidian languages, n.i.e.",,20
Knowledge of languages,      Georgian,,50
Knowledge of languages,      Hmong-Mien languages,,0
Knowledge of languages,      Indo-European languages,,59905
Knowledge of languages,        Albanian,,210
Knowledge of languages,        Armenian,,1530
Knowledge of languages,        Balto-Slavic languages,,5560
Knowledge of languages,        Baltic languages,,110
Knowledge of languages,            Latvian,,45
Knowledge of languages,            Lithuanian,,65
Knowledge of languages,          Slavic languages,,5485
Knowledge of languages,            Belarusian,,10
Knowledge of languages,            Bulgarian,,200
Knowledge of languages,            Czech,,130
Knowledge of languages,            Macedonian,,1630
Knowledge of languages,            Polish,,550
Knowledge of languages,            Russian,,2370
Knowledge of languages,            Rusyn,,0
Knowledge of languages,            Serbo-Croatian,,640
Knowledge of languages,              Bosnian,,80
