Topic,Characteristic,Note,Total
Mother tongue,            Italian,,1655
Mother tongue,            Portuguese,,9955
Mother tongue,            Romanian,,4975
Mother tongue,            Spanish,,10155
Mother tongue,"            Italic (Romance) languages, n.i.e.",,15
Mother tongue,"          Indo-European languages, n.i.e.",,10
Mother tongue,        Japanese,,475
Mother tongue,        Korean,,2680
Mother tongue,        Mongolian,,10
Mother tongue,        Niger-Congo languages,,1160
Mother tongue,          Akan (Twi),,145
Mother tongue,          Bamanankan,,0
Mother tongue,          Edo,,15
Mother tongue,          Éwé,,15
Mother tongue,"          Fulah (Pular, Pulaar, Fulfulde)",,0
Mother tongue,          Ga,,5
Mother tongue,          Ganda,,20
Mother tongue,          Gikuyu,,5
Mother tongue,          Igbo,,80
Mother tongue,          Kinyarwanda (Rwanda),,60
Mother tongue,          Lingala,,10
Mother tongue,          Luba-Kasai,,0
Mother tongue,          Mòoré,,0
Mother tongue,          Mwani,,10
Mother tongue,          Ndebele,,25
Mother tongue,          Rundi (Kirundi),,40
Mother tongue,          Shona,,120
Mother tongue,          Soninke,,0
Mother tongue,          Sotho-Tswana languages,,10
Mother tongue,          Swahili,,190
Mother tongue,          Wojenaka,,0
Mother tongue,          Wolof,,15
Mother tongue,          Yoruba,,245
Mother tongue,"          Niger-Congo languages, n.i.e.",,140
Mother tongue,        Nilo-Saharan languages,,320
Mother tongue,          Dinka,,10
Mother tongue,          Nuer,,115
Mother tongue,"          Nilo-Saharan languages, n.i.e.",,185
Mother tongue,"          African, n.o.s.",,5
Mother tongue,        Sign languages,,130
Mother tongue,          American Sign Language,,115
Mother tongue,          Quebec Sign Language,,0
Mother tongue,"          Sign languages, n.i.e.",,20
Mother tongue,        Sino-Tibetan languages,,13750
Mother tongue,          Chinese languages,,13255
Mother tongue,            Hakka,,40
Mother tongue,            Mandarin,,10415
Mother tongue,            Min Dong,,10
Mother tongue,"            Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",,200
Mother tongue,            Wu (Shanghainese),,60
Mother tongue,            Yue (Cantonese),,2305
Mother tongue,"            Chinese, n.o.s.",,220
Mother tongue,"            Chinese languages, n.i.e.",,5
Mother tongue,          Tibeto-Burman languages,,480
Mother tongue,            Burmese,,115
Mother tongue,            Kuki-Chin languages,,205
Mother tongue,            Karenic languages,,110
Mother tongue,              S'gaw Karen,,95
Mother tongue,"              Karenic languages, n.i.e.",,15
Mother tongue,            Tibetan,,15
Mother tongue,"            Tibeto-Burman languages, n.i.e.",,40
Mother tongue,"          Sino-Tibetan languages, n.i.e.",,15
Mother tongue,        Tai-Kadai languages,,1010
Mother tongue,          Lao,,885
Mother tongue,          Thai,,125
Mother tongue,"          Tai-Kadai languages, n.i.e.",,0
Mother tongue,        Turkic languages,,1890
Mother tongue,          Azerbaijani,,100
Mother tongue,          Kazakh,,5
Mother tongue,          Turkish,,1700
Mother tongue,          Uyghur,,35
Mother tongue,          Uzbek,,20
Mother tongue,"          Turkic languages, n.i.e.",,30
Mother tongue,        Uralic languages,,1680
Mother tongue,          Estonian,,75
Mother tongue,          Finnish,,110
Mother tongue,          Hungarian,,1500
Mother tongue,"        Other languages, n.i.e.",,40
Mother tongue,  Multiple responses,,22230
Mother tongue,    English and French,,2145
Mother tongue,    English and non-official language(s),,17500
Mother tongue,    French and non-official language(s),,320
Mother tongue,"    English, French and non-official language(s)",,420
Mother tongue,    Multiple non-official languages,,1845
All languages spoken at home,Total - All languages spoken at home for the total population excluding institutional residents - 100% data,40,582210
All languages spoken at home,  English,,421735
All languages spoken at home,  French,,990
All languages spoken at home,  Non-official language,,44740
All languages spoken at home,    Indigenous,39,0
All languages spoken at home,    Non-Indigenous,,44740
All languages spoken at home,  English and French,,4975
All languages spoken at home,  English and non-official language(s),,103235
All languages spoken at home,  French and non-official language(s),,155
All languages spoken at home,"  English, French and non-official language(s)",,2905
All languages spoken at home,  Multiple non-official languages,,3470
Language spoken most often at home,Total - Language spoken most often at home for the total population excluding institutional residents - 100% data,41,582210
Language spoken most often at home,  Single responses,,557380
Language spoken most often at home,    Official languages,,469090
Language spoken most often at home,      English,,467460
Language spoken most often at home,      French,,1630
Language spoken most often at home,    Non-official languages,,88290
Language spoken most often at home,      Indigenous languages,39,10
Language spoken most often at home,        Algonquian languages,,0
Language spoken most often at home,          Blackfoot,,0
Language spoken most often at home,          Cree-Innu languages,,0
Language spoken most often at home,            Atikamekw,,0
Language spoken most often at home,            Cree languages,,0
Language spoken most often at home,              Ililimowin (Moose Cree),,0
Language spoken most often at home,              Inu Ayimun (Southern East Cree),,0
Language spoken most often at home,              Iyiyiw-Ayimiwin (Northern East Cree),,0
Language spoken most often at home,              Nehinawewin (Swampy Cree),,0
Language spoken most often at home,              Nehiyawewin (Plains Cree),,0
Language spoken most often at home,              Nihithawiwin (Woods Cree),,0
Language spoken most often at home,"              Cree, n.o.s.",,0
Language spoken most often at home,            Innu (Montagnais),,0
Language spoken most often at home,            Naskapi,,0
Language spoken most often at home,          Eastern Algonquian languages,,0
Language spoken most often at home,            Mi'kmaq,,0
Language spoken most often at home,            Wolastoqewi (Malecite),,0
Language spoken most often at home,          Ojibway-Potawatomi languages,,0
Language spoken most often at home,            Anicinabemowin (Algonquin),,0
Language spoken most often at home,            Oji-Cree,,0
Language spoken most often at home,            Ojibway languages,,0
Language spoken most often at home,              Anishinaabemowin (Chippewa),,0
Language spoken most often at home,              Daawaamwin (Odawa),,0
Language spoken most often at home,              Saulteau (Western Ojibway),,0
Language spoken most often at home,"              Ojibway, n.o.s.",,0
Language spoken most often at home,"          Algonquian languages, n.i.e.",,0
Language spoken most often at home,        Athabaskan languages,,5
Language spoken most often at home,          Northern Athabaskan languages,,5
Language spoken most often at home,            Dakelh (Carrier),,0
Language spoken most often at home,            Dane-zaa (Beaver),,0
Language spoken most often at home,"            Dene, n.o.s.",,0
Language spoken most often at home,            Gwich'in,,0
Language spoken most often at home,            Slavey-Hare languages,,0
Language spoken most often at home,              Deh Gah Ghotie Zhatie (South Slavey),,0
Language spoken most often at home,              Satuotine Yati (North Slavey),,0
Language spoken most often at home,"              Slavey, n.o.s.",,0
Language spoken most often at home,            Tahltan languages,,0
Language spoken most often at home,              Kaska (Nahani),,0
Language spoken most often at home,              Tahltan,,0
Language spoken most often at home,            Tlicho (Dogrib),,0
Language spoken most often at home,            Tse'khene (Sekani),,0
Language spoken most often at home,            Tsilhqot'in (Chilcotin),,0
Language spoken most often at home,            Tsuu T'ina (Sarsi),,0
Language spoken most often at home,            Tutchone languages,,0
Language spoken most often at home,              Northern Tutchone,,0
Language spoken most often at home,              Southern Tutchone,,0
Language spoken most often at home,"              Tutchone, n.o.s.",,0
Language spoken most often at home,            Wetsuwet'en-Babine,,0
Language spoken most often at home,          Tlingit,,0
Language spoken most often at home,"          Athabaskan languages, n.i.e.",,0
Language spoken most often at home,        Haida,,0
Language spoken most often at home,        Inuktut (Inuit) languages,,0
Language spoken most often at home,          Inuinnaqtun (Inuvialuktun),,0
Language spoken most often at home,            Inuinnaqtun,,0
Language spoken most often at home,            Inuvialuktun,,0
Language spoken most often at home,          Inuktitut,,0
Language spoken most often at home,"          Inuktut (Inuit) languages, n.i.e.",,0
Language spoken most often at home,        Iroquoian languages,,0
Language spoken most often at home,          Cayuga,,0
Language spoken most often at home,          Mohawk,,0
Language spoken most often at home,          Oneida,,0
Language spoken most often at home,"          Iroquoian languages, n.i.e.",,0
Language spoken most often at home,        Ktunaxa (Kutenai),,0
Language spoken most often at home,        Michif,,0
Language spoken most often at home,        Salish languages,,0
Language spoken most often at home,          Halkomelem,,0
Language spoken most often at home,          Lillooet,,0
Language spoken most often at home,          Ntlakapamux (Thompson),,0
Language spoken most often at home,          Secwepemctsin (Shuswap),,0
Language spoken most often at home,          Squamish,,0
Language spoken most often at home,          Straits,,0
Language spoken most often at home,          Syilx (Okanagan),,0
Language spoken most often at home,"          Salish languages, n.i.e.",,0
Language spoken most often at home,        Siouan languages,,0
Language spoken most often at home,          Assiniboine,,0
Language spoken most often at home,          Dakota,,0
Language spoken most often at home,          Stoney,,0
Language spoken most often at home,"          Siouan languages, n.i.e.",,0
Language spoken most often at home,        Tsimshian languages,,0
Language spoken most often at home,          Gitxsan (Gitksan),,0
Language spoken most often at home,          Nisga'a,,0
Language spoken most often at home,          Tsimshian,,0
Language spoken most often at home,        Wakashan languages,,0
Language spoken most often at home,          Haisla,,0
Language spoken most often at home,          Heiltsuk,,0
Language spoken most often at home,          Kwak'wala (Kwakiutl),,0
Language spoken most often at home,          Nuu-chah-nulth (Nootka),,0
Language spoken most often at home,"          Wakashan languages, n.i.e.",,0
Language spoken most often at home,"        Indigenous languages, n.i.e.",,0
Language spoken most often at home,"        Indigenous languages, n.o.s.",,0
Language spoken most often at home,      Non-Indigenous languages,,88280
Language spoken most often at home,        Afro-Asiatic languages,,11060
Language spoken most often at home,          Berber languages,,15
Language spoken most often at home,            Kabyle,,10
Language spoken most often at home,            Tamazight,,0
Language spoken most often at home,"            Berber languages, n.i.e.",,0
Language spoken most often at home,          Chadic languages,,10
Language spoken most often at home,            Hausa,,10
Language spoken most often at home,            Mina,,0
Language spoken most often at home,          Coptic,,15
Language spoken most often at home,          Cushitic languages,,1550
Language spoken most often at home,            Bilen,,525
Language spoken most often at home,            Oromo,,80
Language spoken most often at home,            Somali,,875
Language spoken most often at home,"            Cushitic languages, n.i.e.",,65
Language spoken most often at home,          Semitic languages,,9480
Language spoken most often at home,            Amharic,,640
Language spoken most often at home,            Arabic,,6290
Language spoken most often at home,            Aramaic languages,,375
Language spoken most often at home,              Assyrian Neo-Aramaic,,215
Language spoken most often at home,              Chaldean Neo-Aramaic,,75
Language spoken most often at home,"              Aramaic, n.o.s.",,75
Language spoken most often at home,            Harari,,25
Language spoken most often at home,            Hebrew,,65
Language spoken most often at home,            Maltese,,5
Language spoken most often at home,            Tigrigna,,2080
Language spoken most often at home,"            Semitic languages, n.i.e.",,5
Language spoken most often at home,        Austro-Asiatic languages,,2725
Language spoken most often at home,          Khmer (Cambodian),,140
Language spoken most often at home,          Vietnamese,,2570
Language spoken most often at home,"          Austro-Asiatic languages, n.i.e",,10
Language spoken most often at home,        Austronesian languages,,1750
Language spoken most often at home,          Bikol,,0
Language spoken most often at home,"          Bisaya, n.o.s.",,65
Language spoken most often at home,          Cebuano,,60
Language spoken most often at home,          Fijian,,0
Language spoken most often at home,          Hiligaynon,,40
Language spoken most often at home,          Ilocano,,75
Language spoken most often at home,          Indonesian,,65
Language spoken most often at home,          Kankanaey,,0
Language spoken most often at home,          Kinaray-a,,0
Language spoken most often at home,          Malagasy languages,,0
Language spoken most often at home,            Merina,,0
Language spoken most often at home,"            Malagasy, n.o.s.",,0
Language spoken most often at home,          Malay,,15
Language spoken most often at home,"          Pampangan (Kapampangan, Pampango)",,5
Language spoken most often at home,          Pangasinan,,0
Language spoken most often at home,"          Tagalog (Pilipino, Filipino)",,1380
Language spoken most often at home,          Waray-Waray,,0
Language spoken most often at home,"          Austronesian languages, n.i.e.",,25
Language spoken most often at home,        Creole languages,,125
Language spoken most often at home,          Haitian Creole,,20
Language spoken most often at home,          Jamaican English Creole,,10
Language spoken most often at home,          Krio,,15
Language spoken most often at home,          Morisyen,,20
Language spoken most often at home,          Sango,,0
Language spoken most often at home,"          Creole, n.o.s.",,45
Language spoken most often at home,"          Creole languages, n.i.e.",,25
Language spoken most often at home,        Dravidian languages,,3010
Language spoken most often at home,          Kannada,,80
Language spoken most often at home,          Malayalam,,1400
Language spoken most often at home,          Tamil,,805
Language spoken most often at home,          Telugu,,700
Language spoken most often at home,          Tulu,,5
Language spoken most often at home,"          Dravidian languages, n.i.e.",,10
Language spoken most often at home,        Georgian,,0
Language spoken most often at home,        Hmong-Mien languages,,180
Language spoken most often at home,        Indo-European languages,,54590
Language spoken most often at home,          Albanian,,655
Language spoken most often at home,          Armenian,,440
Language spoken most often at home,          Balto-Slavic languages,,9155
Language spoken most often at home,            Baltic languages,,15
Language spoken most often at home,              Latvian,,5
Language spoken most often at home,              Lithuanian,,5
Language spoken most often at home,            Slavic languages,,9145
Language spoken most often at home,              Belarusian,,10
Language spoken most often at home,              Bulgarian,,70
Language spoken most often at home,              Czech,,175
Language spoken most often at home,              Macedonian,,120
Language spoken most often at home,              Polish,,2120
Language spoken most often at home,              Russian,,1370
Language spoken most often at home,              Rusyn,,85
Language spoken most often at home,              Serbo-Croatian,,4550
Language spoken most often at home,                Bosnian,,365
Language spoken most often at home,                Croatian,,765
Language spoken most often at home,                Serbian,,3385
Language spoken most often at home,"                Serbo-Croatian, n.i.e.",,40
Language spoken most often at home,              Slovak,,140
Language spoken most often at home,              Slovene (Slovenian),,30
Language spoken most often at home,              Ukrainian,,475
Language spoken most often at home,"              Slavic languages, n.i.e.",,0
Language spoken most often at home,          Celtic languages,,5
Language spoken most often at home,            Irish,,0
Language spoken most often at home,            Scottish Gaelic,,0
Language spoken most often at home,            Welsh,,5
Language spoken most often at home,"            Celtic languages, n.i.e.",,0
Language spoken most often at home,          Germanic languages,,5800
Language spoken most often at home,            Frisian,,5
Language spoken most often at home,            High German languages,,5010
Language spoken most often at home,              German,,2715
Language spoken most often at home,              Pennsylvania German,,2270
Language spoken most often at home,              Swiss German,,25
Language spoken most often at home,              Yiddish,,0
Language spoken most often at home,            Low Saxon-Low Franconian languages,,760
Language spoken most often at home,              Afrikaans,,55
Language spoken most often at home,              Dutch,,370
Language spoken most often at home,"              Low German, n.o.s.",,105
Language spoken most often at home,              Low Saxon,,5
Language spoken most often at home,              Plautdietsch,,225
Language spoken most often at home,              Vlaams (Flemish),,0
Language spoken most often at home,            Scandinavian languages,,20
Language spoken most often at home,              Danish,,15
Language spoken most often at home,              Icelandic,,0
Language spoken most often at home,              Norwegian,,0
Language spoken most often at home,              Swedish,,5
Language spoken most often at home,"            Germanic languages, n.i.e.",,5
Language spoken most often at home,          Greek,,450
Language spoken most often at home,          Indo-Iranian languages,,24850
Language spoken most often at home,            Indo-Aryan languages,,20540
Language spoken most often at home,              Assamese,,5
Language spoken most often at home,              Bengali,,785
Language spoken most often at home,              Gujarati,,3755
Language spoken most often at home,              Hindi,,2620
Language spoken most often at home,              Kacchi,,45
Language spoken most often at home,              Kashmiri,,0
Language spoken most often at home,              Konkani,,20
Language spoken most often at home,              Marathi,,180
Language spoken most often at home,              Nepali,,735
Language spoken most often at home,              Oriya languages,,5
Language spoken most often at home,                Odia,,0
Language spoken most often at home,"                Oriya, n.o.s.",,5
Language spoken most often at home,              Punjabi (Panjabi),,8130
Language spoken most often at home,              Rohingya,,185
Language spoken most often at home,              Sindhi,,95
Language spoken most often at home,              Sinhala (Sinhalese),,195
Language spoken most often at home,              Urdu,,3760
Language spoken most often at home,"              Indo-Aryan languages, n.i.e.",,35
Language spoken most often at home,            Iranian languages,,4310
Language spoken most often at home,              Baluchi,,15
Language spoken most often at home,              Kurdish,,435
Language spoken most often at home,              Parsi,,5
Language spoken most often at home,              Pashto,,810
Language spoken most often at home,              Persian languages,,3020
Language spoken most often at home,                Dari,,1045
Language spoken most often at home,                Iranian Persian,,1585
Language spoken most often at home,"                Persian (Farsi), n.o.s.",,390
Language spoken most often at home,"              Iranian languages, n.i.e.",,25
Language spoken most often at home,"            Indo-Iranian languages, n.i.e.",,5
Language spoken most often at home,          Italic (Romance) languages,,13230
Language spoken most often at home,            Catalan,,0
Language spoken most often at home,            Italian,,335
Language spoken most often at home,            Portuguese,,4645
Language spoken most often at home,            Romanian,,2400
Language spoken most often at home,            Spanish,,5835
Language spoken most often at home,"            Italic (Romance) languages, n.i.e.",,5
Language spoken most often at home,"          Indo-European languages, n.i.e.",,0
Language spoken most often at home,        Japanese,,240
Language spoken most often at home,        Korean,,2035
Language spoken most often at home,        Mongolian,,5
Language spoken most often at home,        Niger-Congo languages,,405
Language spoken most often at home,          Akan (Twi),,55
Language spoken most often at home,          Bamanankan,,0
Language spoken most often at home,          Edo,,0
Language spoken most often at home,          Éwé,,5
Language spoken most often at home,"          Fulah (Pular, Pulaar, Fulfulde)",,0
Language spoken most often at home,          Ga,,0
Language spoken most often at home,          Ganda,,0
Language spoken most often at home,          Gikuyu,,0
Language spoken most often at home,          Igbo,,15
Language spoken most often at home,          Kinyarwanda (Rwanda),,20
Language spoken most often at home,          Lingala,,10
Language spoken most often at home,          Luba-Kasai,,0
Language spoken most often at home,          Mòoré,,0
Language spoken most often at home,          Mwani,,0
Language spoken most often at home,          Ndebele,,15
Language spoken most often at home,          Rundi (Kirundi),,20
Language spoken most often at home,          Shona,,45
Language spoken most often at home,          Soninke,,0
Language spoken most often at home,          Sotho-Tswana languages,,0
Language spoken most often at home,          Swahili,,85
Language spoken most often at home,          Wojenaka,,0
Language spoken most often at home,          Wolof,,0
Language spoken most often at home,          Yoruba,,70
Language spoken most often at home,"          Niger-Congo languages, n.i.e.",,55
Language spoken most often at home,        Nilo-Saharan languages,,145
Language spoken most often at home,          Dinka,,0
Language spoken most often at home,          Nuer,,65
Language spoken most often at home,"          Nilo-Saharan languages, n.i.e.",,80
Language spoken most often at home,"          African, n.o.s.",,0
Language spoken most often at home,        Sign languages,,215
Language spoken most often at home,          American Sign Language,,190
Language spoken most often at home,          Quebec Sign Language,,0
Language spoken most often at home,"          Sign languages, n.i.e.",,25
Language spoken most often at home,        Sino-Tibetan languages,,9460
Language spoken most often at home,          Chinese languages,,9085
Language spoken most often at home,            Hakka,,15
Language spoken most often at home,            Mandarin,,7635
Language spoken most often at home,            Min Dong,,0
Language spoken most often at home,"            Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",,75
Language spoken most often at home,            Wu (Shanghainese),,40
Language spoken most often at home,            Yue (Cantonese),,1170
Language spoken most often at home,"            Chinese, n.o.s.",,140
Language spoken most often at home,"            Chinese languages, n.i.e.",,0
Language spoken most often at home,          Tibeto-Burman languages,,365
Language spoken most often at home,            Burmese,,95
Language spoken most often at home,            Kuki-Chin languages,,150
Language spoken most often at home,            Karenic languages,,100
Language spoken most often at home,              S'gaw Karen,,85
Language spoken most often at home,"              Karenic languages, n.i.e.",,10
Language spoken most often at home,            Tibetan,,5
Language spoken most often at home,"            Tibeto-Burman languages, n.i.e.",,15
Language spoken most often at home,"          Sino-Tibetan languages, n.i.e.",,10
Language spoken most often at home,        Tai-Kadai languages,,500
Language spoken most often at home,          Lao,,455
Language spoken most often at home,          Thai,,45
Language spoken most often at home,"          Tai-Kadai languages, n.i.e.",,5
Language spoken most often at home,        Turkic languages,,1285
Language spoken most often at home,          Azerbaijani,,50
Language spoken most often at home,          Kazakh,,5
Language spoken most often at home,          Turkish,,1200
Language spoken most often at home,          Uyghur,,20
Language spoken most often at home,          Uzbek,,5
Language spoken most often at home,"          Turkic languages, n.i.e.",,10
Language spoken most often at home,        Uralic languages,,510
Language spoken most often at home,          Estonian,,0
Language spoken most often at home,          Finnish,,5
Language spoken most often at home,          Hungarian,,505
Language spoken most often at home,"        Other languages, n.i.e.",,20
Language spoken most often at home,  Multiple responses,,24825
Language spoken most often at home,    English and French,,900
Language spoken most often at home,    English and non-official language(s),,23160
Language spoken most often at home,    French and non-official language(s),,90
Language spoken most often at home,"    English, French and non-official language(s)",,245
Language spoken most often at home,    Multiple non-official languages,,435
Other language spoken regularly at home,Total - Other language(s) spoken regularly at home for the total population excluding institutional residents - 100% data,42,582205
Other language spoken regularly at home,  None,,487540
Other language spoken regularly at home,  English,,34855
Other language spoken regularly at home,  French,,4285
Other language spoken regularly at home,  Non-official language,,43105
Other language spoken regularly at home,    Indigenous,39,60
Other language spoken regularly at home,    Non-Indigenous,,43050
Other language spoken regularly at home,  English and French,,425
Other language spoken regularly at home,  English and non-official language(s),,5715
Other language spoken regularly at home,  French and non-official language(s),,1365
Other language spoken regularly at home,"  English, French and non-official language(s)",,90
Other language spoken regularly at home,  Multiple non-official languages,,4825
Knowledge of languages,Total - Knowledge of languages for the population in private households - 25% sample data,43,579385
Knowledge of languages,  Official languages,,568185
Knowledge of languages,    English,,567990
Knowledge of languages,    French,,36570
Knowledge of languages,  Non-official languages,,194930
Knowledge of languages,    Indigenous languages,39,140
Knowledge of languages,      Algonquian languages,,105
Knowledge of languages,        Blackfoot,,0
Knowledge of languages,        Cree-Innu languages,,20
Knowledge of languages,          Atikamekw,,0
Knowledge of languages,          Cree languages,,20
Knowledge of languages,            Ililimowin (Moose Cree),,0
Knowledge of languages,            Inu Ayimun (Southern East Cree),,0
Knowledge of languages,            Iyiyiw-Ayimiwin (Northern East Cree),,0
Knowledge of languages,            Nehinawewin (Swampy Cree),,0
Knowledge of languages,            Nehiyawewin (Plains Cree),,0
Knowledge of languages,            Nihithawiwin (Woods Cree),,0
Knowledge of languages,"            Cree, n.o.s.",,15
Knowledge of languages,          Innu (Montagnais),,0
Knowledge of languages,          Naskapi,,0
Knowledge of languages,        Eastern Algonquian languages,,20
Knowledge of languages,          Mi'kmaq,,0
Knowledge of languages,          Wolastoqewi (Malecite),,0
Knowledge of languages,        Ojibway-Potawatomi languages,,60
Knowledge of languages,          Anicinabemowin (Algonquin),,0
Knowledge of languages,          Oji-Cree,,0
Knowledge of languages,          Ojibway languages,,60
Knowledge of languages,            Anishinaabemowin (Chippewa),,20
Knowledge of languages,            Daawaamwin (Odawa),,0
Knowledge of languages,            Saulteau (Western Ojibway),,0
Knowledge of languages,"            Ojibway, n.o.s.",,40
Knowledge of languages,"        Algonquian languages, n.i.e.",,0
Knowledge of languages,      Athabaskan languages,,0
Knowledge of languages,        Northern Athabaskan languages,,0
Knowledge of languages,          Dakelh (Carrier),,0
Knowledge of languages,          Dane-zaa (Beaver),,0
Knowledge of languages,"          Dene, n.o.s.",,0
Knowledge of languages,          Gwich'in,,0
Knowledge of languages,          Slavey-Hare languages,,0
Knowledge of languages,            Deh Gah Ghotie Zhatie (South Slavey),,0
Knowledge of languages,            Satuotine Yati (North Slavey),,0
Knowledge of languages,"            Slavey, n.o.s.",,0
Knowledge of languages,          Tahltan languages,,0
Knowledge of languages,            Kaska (Nahani),,0
Knowledge of languages,            Tahltan,,0
Knowledge of languages,          Tlicho (Dogrib),,0
Knowledge of languages,          Tse'khene (Sekani),,0
Knowledge of languages,          Tsilhqot'in (Chilcotin),,0
Knowledge of languages,          Tsuu T'ina (Sarsi),,0
Knowledge of languages,          Tutchone languages,,0
Knowledge of languages,            Northern Tutchone,,0
Knowledge of languages,            Southern Tutchone,,0
Knowledge of languages,"            Tutchone, n.o.s.",,0
Knowledge of languages,          Wetsuwet'en-Babine,,0
Knowledge of languages,        Tlingit,,0
Knowledge of languages,"        Athabaskan languages, n.i.e.",,0
Knowledge of languages,      Haida,,0
Knowledge of languages,      Inuktut (Inuit) languages,,0
Knowledge of languages,        Inuinnaqtun (Inuvialuktun),,0
Knowledge of languages,          Inuinnaqtun,,0
Knowledge of languages,          Inuvialuktun,,0
Knowledge of languages,        Inuktitut,,0
Knowledge of languages,"        Inuktut (Inuit) languages, n.i.e.",,0
Knowledge of languages,      Iroquoian languages,,25
Knowledge of languages,        Cayuga,,0
Knowledge of languages,        Mohawk,,20
Knowledge of languages,        Oneida,,0
Knowledge of languages,"        Iroquoian languages, n.i.e.",,0
Knowledge of languages,      Ktunaxa (Kutenai),,0
Knowledge of languages,      Michif,,0
Knowledge of languages,      Salish languages,,0
Knowledge of languages,        Halkomelem,,0
Knowledge of languages,        Lillooet,,0
Knowledge of languages,        Ntlakapamux (Thompson),,0
Knowledge of languages,        Secwepemctsin (Shuswap),,0
Knowledge of languages,        Squamish,,0
Knowledge of languages,        Straits,,0
Knowledge of languages,        Syilx (Okanagan),,0
Knowledge of languages,"        Salish languages, n.i.e.",,0
Knowledge of languages,      Siouan languages,,0
Knowledge of languages,        Assiniboine,,0
Knowledge of languages,        Dakota,,0
Knowledge of languages,        Stoney,,0
Knowledge of languages,"        Siouan languages, n.i.e.",,0
Knowledge of languages,      Tsimshian languages,,0
Knowledge of languages,        Gitxsan (Gitksan),,0
Knowledge of languages,        Nisga'a,,0
Knowledge of languages,        Tsimshian,,0
Knowledge of languages,      Wakashan languages,,0
Knowledge of languages,        Haisla,,0
Knowledge of languages,        Heiltsuk,,0
Knowledge of languages,        Kwak'wala (Kwakiutl),,0
Knowledge of languages,        Nuu-chah-nulth (Nootka),,0
Knowledge of languages,"        Wakashan languages, n.i.e.",,0
Knowledge of languages,"      Indigenous languages, n.i.e.",,0
Knowledge of languages,"      Indigenous languages, n.o.s.",,0
Knowledge of languages,    Non-Indigenous languages,,194830
Knowledge of languages,      Afro-Asiatic languages,,22445
Knowledge of languages,        Berber languages,,45
Knowledge of languages,          Kabyle,,35
Knowledge of languages,          Tamazight,,0
Knowledge of languages,"          Berber languages, n.i.e.",,0
Knowledge of languages,        Chadic languages,,70
Knowledge of languages,          Hausa,,70
Knowledge of languages,          Mina,,0
Knowledge of languages,        Coptic,,75
Knowledge of languages,        Cushitic languages,,2930
Knowledge of languages,          Bilen,,785
Knowledge of languages,          Oromo,,250
Knowledge of languages,          Somali,,1715
Knowledge of languages,"          Cushitic languages, n.i.e.",,225
Knowledge of languages,        Semitic languages,,20275
Knowledge of languages,          Amharic,,2165
Knowledge of languages,          Arabic,,14700
Knowledge of languages,          Aramaic languages,,750
Knowledge of languages,            Assyrian Neo-Aramaic,,565
Knowledge of languages,            Chaldean Neo-Aramaic,,90
Knowledge of languages,"            Aramaic, n.o.s.",,110
Knowledge of languages,          Harari,,55
Knowledge of languages,          Hebrew,,685
Knowledge of languages,          Maltese,,60
Knowledge of languages,          Tigrigna,,3960
Knowledge of languages,"          Semitic languages, n.i.e.",,95
Knowledge of languages,      Austro-Asiatic languages,,5485
Knowledge of languages,        Khmer (Cambodian),,360
Knowledge of languages,        Vietnamese,,5090
Knowledge of languages,"        Austro-Asiatic languages, n.i.e",,45
Knowledge of languages,      Austronesian languages,,4945
Knowledge of languages,        Bikol,,20
Knowledge of languages,"        Bisaya, n.o.s.",,125
Knowledge of languages,        Cebuano,,300
Knowledge of languages,        Fijian,,10
Knowledge of languages,        Hiligaynon,,145
Knowledge of languages,        Ilocano,,220
Knowledge of languages,        Indonesian,,295
Knowledge of languages,        Kankanaey,,0
Knowledge of languages,        Kinaray-a,,0
Knowledge of languages,        Malagasy languages,,30
Knowledge of languages,          Merina,,0
Knowledge of languages,"          Malagasy, n.o.s.",,0
Knowledge of languages,        Malay,,110
Knowledge of languages,"        Pampangan (Kapampangan, Pampango)",,40
Knowledge of languages,        Pangasinan,,0
Knowledge of languages,"        Tagalog (Pilipino, Filipino)",,4210
Knowledge of languages,        Waray-Waray,,55
Knowledge of languages,"        Austronesian languages, n.i.e.",,190
Knowledge of languages,      Creole languages,,1030
Knowledge of languages,        Haitian Creole,,205
Knowledge of languages,        Jamaican English Creole,,95
Knowledge of languages,        Krio,,60
Knowledge of languages,        Morisyen,,205
Knowledge of languages,        Sango,,0
Knowledge of languages,"        Creole, n.o.s.",,325
Knowledge of languages,"        Creole languages, n.i.e.",,215
Knowledge of languages,      Dravidian languages,,6815
Knowledge of languages,        Kannada,,415
Knowledge of languages,        Malayalam,,2875
Knowledge of languages,        Tamil,,2705
Knowledge of languages,        Telugu,,1695
Knowledge of languages,        Tulu,,10
Knowledge of languages,"        Dravidian languages, n.i.e.",,25
Knowledge of languages,      Georgian,,30
Knowledge of languages,      Hmong-Mien languages,,425
Knowledge of languages,      Indo-European languages,,130760
Knowledge of languages,        Albanian,,1265
Knowledge of languages,        Armenian,,810
Knowledge of languages,        Balto-Slavic languages,,22110
Knowledge of languages,        Baltic languages,,240
Knowledge of languages,            Latvian,,120
Knowledge of languages,            Lithuanian,,125
Knowledge of languages,          Slavic languages,,21910
Knowledge of languages,            Belarusian,,95
Knowledge of languages,            Bulgarian,,310
Knowledge of languages,            Czech,,770
