Topic,Characteristic,Note,Total
Mother tongue,          Ga,,5
Mother tongue,          Ganda,,5
Mother tongue,          Gikuyu,,5
Mother tongue,          Igbo,,15
Mother tongue,          Kinyarwanda (Rwanda),,5
Mother tongue,          Lingala,,0
Mother tongue,          Luba-Kasai,,0
Mother tongue,          Mòoré,,0
Mother tongue,          Mwani,,5
Mother tongue,          Ndebele,,0
Mother tongue,          Rundi (Kirundi),,5
Mother tongue,          Shona,,10
Mother tongue,          Soninke,,0
Mother tongue,          Sotho-Tswana languages,,0
Mother tongue,          Swahili,,100
Mother tongue,          Wojenaka,,0
Mother tongue,          Wolof,,0
Mother tongue,          Yoruba,,45
Mother tongue,"          Niger-Congo languages, n.i.e.",,25
Mother tongue,        Nilo-Saharan languages,,15
Mother tongue,          Dinka,,0
Mother tongue,          Nuer,,0
Mother tongue,"          Nilo-Saharan languages, n.i.e.",,10
Mother tongue,"          African, n.o.s.",,0
Mother tongue,        Sign languages,,15
Mother tongue,          American Sign Language,,15
Mother tongue,          Quebec Sign Language,,0
Mother tongue,"          Sign languages, n.i.e.",,0
Mother tongue,        Sino-Tibetan languages,,50115
Mother tongue,          Chinese languages,,50065
Mother tongue,            Hakka,,355
Mother tongue,            Mandarin,,25800
Mother tongue,            Min Dong,,40
Mother tongue,"            Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",,590
Mother tongue,            Wu (Shanghainese),,350
Mother tongue,            Yue (Cantonese),,22700
Mother tongue,"            Chinese, n.o.s.",,215
Mother tongue,"            Chinese languages, n.i.e.",,20
Mother tongue,          Tibeto-Burman languages,,50
Mother tongue,            Burmese,,25
Mother tongue,            Kuki-Chin languages,,0
Mother tongue,            Karenic languages,,0
Mother tongue,              S'gaw Karen,,0
Mother tongue,"              Karenic languages, n.i.e.",,0
Mother tongue,            Tibetan,,20
Mother tongue,"            Tibeto-Burman languages, n.i.e.",,5
Mother tongue,"          Sino-Tibetan languages, n.i.e.",,5
Mother tongue,        Tai-Kadai languages,,90
Mother tongue,          Lao,,45
Mother tongue,          Thai,,40
Mother tongue,"          Tai-Kadai languages, n.i.e.",,0
Mother tongue,        Turkic languages,,1355
Mother tongue,          Azerbaijani,,350
Mother tongue,          Kazakh,,0
Mother tongue,          Turkish,,950
Mother tongue,          Uyghur,,5
Mother tongue,          Uzbek,,25
Mother tongue,"          Turkic languages, n.i.e.",,25
Mother tongue,        Uralic languages,,670
Mother tongue,          Estonian,,40
Mother tongue,          Finnish,,60
Mother tongue,          Hungarian,,570
Mother tongue,"        Other languages, n.i.e.",,5
Mother tongue,  Multiple responses,,12940
Mother tongue,    English and French,,575
Mother tongue,    English and non-official language(s),,10520
Mother tongue,    French and non-official language(s),,230
Mother tongue,"    English, French and non-official language(s)",,400
Mother tongue,    Multiple non-official languages,,1220
All languages spoken at home,Total - All languages spoken at home for the total population excluding institutional residents - 100% data,40,201040
All languages spoken at home,  English,,75205
All languages spoken at home,  French,,240
All languages spoken at home,  Non-official language,,43975
All languages spoken at home,    Indigenous,39,0
All languages spoken at home,    Non-Indigenous,,43970
All languages spoken at home,  English and French,,1320
All languages spoken at home,  English and non-official language(s),,74310
All languages spoken at home,  French and non-official language(s),,75
All languages spoken at home,"  English, French and non-official language(s)",,2665
All languages spoken at home,  Multiple non-official languages,,3255
Language spoken most often at home,Total - Language spoken most often at home for the total population excluding institutional residents - 100% data,41,201040
Language spoken most often at home,  Single responses,,184550
Language spoken most often at home,    Official languages,,103980
Language spoken most often at home,      English,,103550
Language spoken most often at home,      French,,430
Language spoken most often at home,    Non-official languages,,80570
Language spoken most often at home,      Indigenous languages,39,0
Language spoken most often at home,        Algonquian languages,,0
Language spoken most often at home,          Blackfoot,,0
Language spoken most often at home,          Cree-Innu languages,,0
Language spoken most often at home,            Atikamekw,,0
Language spoken most often at home,            Cree languages,,0
Language spoken most often at home,              Ililimowin (Moose Cree),,0
Language spoken most often at home,              Inu Ayimun (Southern East Cree),,0
Language spoken most often at home,              Iyiyiw-Ayimiwin (Northern East Cree),,0
Language spoken most often at home,              Nehinawewin (Swampy Cree),,0
Language spoken most often at home,              Nehiyawewin (Plains Cree),,0
Language spoken most often at home,              Nihithawiwin (Woods Cree),,0
Language spoken most often at home,"              Cree, n.o.s.",,0
Language spoken most often at home,            Innu (Montagnais),,0
Language spoken most often at home,            Naskapi,,0
Language spoken most often at home,          Eastern Algonquian languages,,0
Language spoken most often at home,            Mi'kmaq,,0
Language spoken most often at home,            Wolastoqewi (Malecite),,0
Language spoken most often at home,          Ojibway-Potawatomi languages,,0
Language spoken most often at home,            Anicinabemowin (Algonquin),,0
Language spoken most often at home,            Oji-Cree,,0
Language spoken most often at home,            Ojibway languages,,0
Language spoken most often at home,              Anishinaabemowin (Chippewa),,0
Language spoken most often at home,              Daawaamwin (Odawa),,0
Language spoken most often at home,              Saulteau (Western Ojibway),,0
Language spoken most often at home,"              Ojibway, n.o.s.",,0
Language spoken most often at home,"          Algonquian languages, n.i.e.",,0
Language spoken most often at home,        Athabaskan languages,,0
Language spoken most often at home,          Northern Athabaskan languages,,0
Language spoken most often at home,            Dakelh (Carrier),,0
Language spoken most often at home,            Dane-zaa (Beaver),,0
Language spoken most often at home,"            Dene, n.o.s.",,0
Language spoken most often at home,            Gwich'in,,0
Language spoken most often at home,            Slavey-Hare languages,,0
Language spoken most often at home,              Deh Gah Ghotie Zhatie (South Slavey),,0
Language spoken most often at home,              Satuotine Yati (North Slavey),,0
Language spoken most often at home,"              Slavey, n.o.s.",,0
Language spoken most often at home,            Tahltan languages,,0
Language spoken most often at home,              Kaska (Nahani),,0
Language spoken most often at home,              Tahltan,,0
Language spoken most often at home,            Tlicho (Dogrib),,0
Language spoken most often at home,            Tse'khene (Sekani),,0
Language spoken most often at home,            Tsilhqot'in (Chilcotin),,0
Language spoken most often at home,            Tsuu T'ina (Sarsi),,0
Language spoken most often at home,            Tutchone languages,,0
Language spoken most often at home,              Northern Tutchone,,0
Language spoken most often at home,              Southern Tutchone,,0
Language spoken most often at home,"              Tutchone, n.o.s.",,0
Language spoken most often at home,            Wetsuwet'en-Babine,,0
Language spoken most often at home,          Tlingit,,0
Language spoken most often at home,"          Athabaskan languages, n.i.e.",,0
Language spoken most often at home,        Haida,,0
Language spoken most often at home,        Inuktut (Inuit) languages,,0
Language spoken most often at home,          Inuinnaqtun (Inuvialuktun),,0
Language spoken most often at home,            Inuinnaqtun,,0
Language spoken most often at home,            Inuvialuktun,,0
Language spoken most often at home,          Inuktitut,,0
Language spoken most often at home,"          Inuktut (Inuit) languages, n.i.e.",,0
Language spoken most often at home,        Iroquoian languages,,0
Language spoken most often at home,          Cayuga,,0
Language spoken most often at home,          Mohawk,,0
Language spoken most often at home,          Oneida,,0
Language spoken most often at home,"          Iroquoian languages, n.i.e.",,0
Language spoken most often at home,        Ktunaxa (Kutenai),,0
Language spoken most often at home,        Michif,,0
Language spoken most often at home,        Salish languages,,0
Language spoken most often at home,          Halkomelem,,0
Language spoken most often at home,          Lillooet,,0
Language spoken most often at home,          Ntlakapamux (Thompson),,0
Language spoken most often at home,          Secwepemctsin (Shuswap),,0
Language spoken most often at home,          Squamish,,0
Language spoken most often at home,          Straits,,0
Language spoken most often at home,          Syilx (Okanagan),,0
Language spoken most often at home,"          Salish languages, n.i.e.",,0
Language spoken most often at home,        Siouan languages,,0
Language spoken most often at home,          Assiniboine,,0
Language spoken most often at home,          Dakota,,0
Language spoken most often at home,          Stoney,,0
Language spoken most often at home,"          Siouan languages, n.i.e.",,0
Language spoken most often at home,        Tsimshian languages,,0
Language spoken most often at home,          Gitxsan (Gitksan),,0
Language spoken most often at home,          Nisga'a,,0
Language spoken most often at home,          Tsimshian,,0
Language spoken most often at home,        Wakashan languages,,0
Language spoken most often at home,          Haisla,,0
Language spoken most often at home,          Heiltsuk,,0
Language spoken most often at home,          Kwak'wala (Kwakiutl),,0
Language spoken most often at home,          Nuu-chah-nulth (Nootka),,0
Language spoken most often at home,"          Wakashan languages, n.i.e.",,0
Language spoken most often at home,"        Indigenous languages, n.i.e.",,0
Language spoken most often at home,"        Indigenous languages, n.o.s.",,0
Language spoken most often at home,      Non-Indigenous languages,,80565
Language spoken most often at home,        Afro-Asiatic languages,,1690
Language spoken most often at home,          Berber languages,,0
Language spoken most often at home,            Kabyle,,0
Language spoken most often at home,            Tamazight,,0
Language spoken most often at home,"            Berber languages, n.i.e.",,0
Language spoken most often at home,          Chadic languages,,0
Language spoken most often at home,            Hausa,,0
Language spoken most often at home,            Mina,,0
Language spoken most often at home,          Coptic,,20
Language spoken most often at home,          Cushitic languages,,50
Language spoken most often at home,            Bilen,,0
Language spoken most often at home,            Oromo,,0
Language spoken most often at home,            Somali,,50
Language spoken most often at home,"            Cushitic languages, n.i.e.",,0
Language spoken most often at home,          Semitic languages,,1615
Language spoken most often at home,            Amharic,,5
Language spoken most often at home,            Arabic,,1260
Language spoken most often at home,            Aramaic languages,,65
Language spoken most often at home,              Assyrian Neo-Aramaic,,40
Language spoken most often at home,              Chaldean Neo-Aramaic,,10
Language spoken most often at home,"              Aramaic, n.o.s.",,5
Language spoken most often at home,            Harari,,0
Language spoken most often at home,            Hebrew,,285
Language spoken most often at home,            Maltese,,0
Language spoken most often at home,            Tigrigna,,5
Language spoken most often at home,"            Semitic languages, n.i.e.",,0
Language spoken most often at home,        Austro-Asiatic languages,,290
Language spoken most often at home,          Khmer (Cambodian),,10
Language spoken most often at home,          Vietnamese,,275
Language spoken most often at home,"          Austro-Asiatic languages, n.i.e",,0
Language spoken most often at home,        Austronesian languages,,1205
Language spoken most often at home,          Bikol,,0
Language spoken most often at home,"          Bisaya, n.o.s.",,15
Language spoken most often at home,          Cebuano,,35
Language spoken most often at home,          Fijian,,0
Language spoken most often at home,          Hiligaynon,,20
Language spoken most often at home,          Ilocano,,70
Language spoken most often at home,          Indonesian,,85
Language spoken most often at home,          Kankanaey,,0
Language spoken most often at home,          Kinaray-a,,0
Language spoken most often at home,          Malagasy languages,,0
Language spoken most often at home,            Merina,,0
Language spoken most often at home,"            Malagasy, n.o.s.",,0
Language spoken most often at home,          Malay,,0
Language spoken most often at home,"          Pampangan (Kapampangan, Pampango)",,10
Language spoken most often at home,          Pangasinan,,0
Language spoken most often at home,"          Tagalog (Pilipino, Filipino)",,955
Language spoken most often at home,          Waray-Waray,,0
Language spoken most often at home,"          Austronesian languages, n.i.e.",,5
Language spoken most often at home,        Creole languages,,45
Language spoken most often at home,          Haitian Creole,,0
Language spoken most often at home,          Jamaican English Creole,,5
Language spoken most often at home,          Krio,,0
Language spoken most often at home,          Morisyen,,35
Language spoken most often at home,          Sango,,0
Language spoken most often at home,"          Creole, n.o.s.",,5
Language spoken most often at home,"          Creole languages, n.i.e.",,0
Language spoken most often at home,        Dravidian languages,,825
Language spoken most often at home,          Kannada,,30
Language spoken most often at home,          Malayalam,,130
Language spoken most often at home,          Tamil,,605
Language spoken most often at home,          Telugu,,60
Language spoken most often at home,          Tulu,,0
Language spoken most often at home,"          Dravidian languages, n.i.e.",,0
Language spoken most often at home,        Georgian,,45
Language spoken most often at home,        Hmong-Mien languages,,0
Language spoken most often at home,        Indo-European languages,,32335
Language spoken most often at home,          Albanian,,100
Language spoken most often at home,          Armenian,,490
Language spoken most often at home,          Balto-Slavic languages,,6790
Language spoken most often at home,            Baltic languages,,25
Language spoken most often at home,              Latvian,,10
Language spoken most often at home,              Lithuanian,,20
Language spoken most often at home,            Slavic languages,,6765
Language spoken most often at home,              Belarusian,,5
Language spoken most often at home,              Bulgarian,,50
Language spoken most often at home,              Czech,,10
Language spoken most often at home,              Macedonian,,125
Language spoken most often at home,              Polish,,215
Language spoken most often at home,              Russian,,5905
Language spoken most often at home,              Rusyn,,0
Language spoken most often at home,              Serbo-Croatian,,225
Language spoken most often at home,                Bosnian,,15
Language spoken most often at home,                Croatian,,25
Language spoken most often at home,                Serbian,,175
Language spoken most often at home,"                Serbo-Croatian, n.i.e.",,10
Language spoken most often at home,              Slovak,,10
Language spoken most often at home,              Slovene (Slovenian),,5
Language spoken most often at home,              Ukrainian,,205
Language spoken most often at home,"              Slavic languages, n.i.e.",,0
Language spoken most often at home,          Celtic languages,,0
Language spoken most often at home,            Irish,,0
Language spoken most often at home,            Scottish Gaelic,,0
Language spoken most often at home,            Welsh,,0
Language spoken most often at home,"            Celtic languages, n.i.e.",,0
Language spoken most often at home,          Germanic languages,,110
Language spoken most often at home,            Frisian,,0
Language spoken most often at home,            High German languages,,75
Language spoken most often at home,              German,,75
Language spoken most often at home,              Pennsylvania German,,0
Language spoken most often at home,              Swiss German,,5
Language spoken most often at home,              Yiddish,,0
Language spoken most often at home,            Low Saxon-Low Franconian languages,,25
Language spoken most often at home,              Afrikaans,,15
Language spoken most often at home,              Dutch,,5
Language spoken most often at home,"              Low German, n.o.s.",,0
Language spoken most often at home,              Low Saxon,,0
Language spoken most often at home,              Plautdietsch,,0
Language spoken most often at home,              Vlaams (Flemish),,0
Language spoken most often at home,            Scandinavian languages,,5
Language spoken most often at home,              Danish,,0
Language spoken most often at home,              Icelandic,,0
Language spoken most often at home,              Norwegian,,0
Language spoken most often at home,              Swedish,,0
Language spoken most often at home,"            Germanic languages, n.i.e.",,0
Language spoken most often at home,          Greek,,505
Language spoken most often at home,          Indo-Iranian languages,,20785
Language spoken most often at home,            Indo-Aryan languages,,2790
Language spoken most often at home,              Assamese,,0
Language spoken most often at home,              Bengali,,145
Language spoken most often at home,              Gujarati,,690
Language spoken most often at home,              Hindi,,435
Language spoken most often at home,              Kacchi,,135
Language spoken most often at home,              Kashmiri,,5
Language spoken most often at home,              Konkani,,5
Language spoken most often at home,              Marathi,,25
Language spoken most often at home,              Nepali,,20
Language spoken most often at home,              Oriya languages,,5
Language spoken most often at home,                Odia,,0
Language spoken most often at home,"                Oriya, n.o.s.",,0
Language spoken most often at home,              Punjabi (Panjabi),,210
Language spoken most often at home,              Rohingya,,0
Language spoken most often at home,              Sindhi,,5
Language spoken most often at home,              Sinhala (Sinhalese),,90
Language spoken most often at home,              Urdu,,1020
Language spoken most often at home,"              Indo-Aryan languages, n.i.e.",,5
Language spoken most often at home,            Iranian languages,,17990
Language spoken most often at home,              Baluchi,,20
Language spoken most often at home,              Kurdish,,300
Language spoken most often at home,              Parsi,,30
Language spoken most often at home,              Pashto,,55
Language spoken most often at home,              Persian languages,,17570
Language spoken most often at home,                Dari,,750
Language spoken most often at home,                Iranian Persian,,14580
Language spoken most often at home,"                Persian (Farsi), n.o.s.",,2240
Language spoken most often at home,"              Iranian languages, n.i.e.",,15
Language spoken most often at home,"            Indo-Iranian languages, n.i.e.",,0
Language spoken most often at home,          Italic (Romance) languages,,3540
Language spoken most often at home,            Catalan,,0
Language spoken most often at home,            Italian,,1295
Language spoken most often at home,            Portuguese,,325
Language spoken most often at home,            Romanian,,660
Language spoken most often at home,            Spanish,,1260
Language spoken most often at home,"            Italic (Romance) languages, n.i.e.",,5
Language spoken most often at home,"          Indo-European languages, n.i.e.",,25
Language spoken most often at home,        Japanese,,110
Language spoken most often at home,        Korean,,3530
Language spoken most often at home,        Mongolian,,10
Language spoken most often at home,        Niger-Congo languages,,75
Language spoken most often at home,          Akan (Twi),,20
Language spoken most often at home,          Bamanankan,,0
Language spoken most often at home,          Edo,,0
Language spoken most often at home,          Éwé,,0
Language spoken most often at home,"          Fulah (Pular, Pulaar, Fulfulde)",,0
Language spoken most often at home,          Ga,,0
Language spoken most often at home,          Ganda,,0
Language spoken most often at home,          Gikuyu,,0
Language spoken most often at home,          Igbo,,5
Language spoken most often at home,          Kinyarwanda (Rwanda),,0
Language spoken most often at home,          Lingala,,0
Language spoken most often at home,          Luba-Kasai,,0
Language spoken most often at home,          Mòoré,,0
Language spoken most often at home,          Mwani,,0
Language spoken most often at home,          Ndebele,,0
Language spoken most often at home,          Rundi (Kirundi),,0
Language spoken most often at home,          Shona,,0
Language spoken most often at home,          Soninke,,0
Language spoken most often at home,          Sotho-Tswana languages,,0
Language spoken most often at home,          Swahili,,30
Language spoken most often at home,          Wojenaka,,0
Language spoken most often at home,          Wolof,,0
Language spoken most often at home,          Yoruba,,15
Language spoken most often at home,"          Niger-Congo languages, n.i.e.",,5
Language spoken most often at home,        Nilo-Saharan languages,,5
Language spoken most often at home,          Dinka,,0
Language spoken most often at home,          Nuer,,0
Language spoken most often at home,"          Nilo-Saharan languages, n.i.e.",,5
Language spoken most often at home,"          African, n.o.s.",,0
Language spoken most often at home,        Sign languages,,40
Language spoken most often at home,          American Sign Language,,30
Language spoken most often at home,          Quebec Sign Language,,0
Language spoken most often at home,"          Sign languages, n.i.e.",,10
Language spoken most often at home,        Sino-Tibetan languages,,39150
Language spoken most often at home,          Chinese languages,,39135
Language spoken most often at home,            Hakka,,120
Language spoken most often at home,            Mandarin,,20860
Language spoken most often at home,            Min Dong,,10
Language spoken most often at home,"            Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",,250
Language spoken most often at home,            Wu (Shanghainese),,230
Language spoken most often at home,            Yue (Cantonese),,17550
Language spoken most often at home,"            Chinese, n.o.s.",,100
Language spoken most often at home,"            Chinese languages, n.i.e.",,5
Language spoken most often at home,          Tibeto-Burman languages,,20
Language spoken most often at home,            Burmese,,5
Language spoken most often at home,            Kuki-Chin languages,,0
Language spoken most often at home,            Karenic languages,,0
Language spoken most often at home,              S'gaw Karen,,0
Language spoken most often at home,"              Karenic languages, n.i.e.",,0
Language spoken most often at home,            Tibetan,,10
Language spoken most often at home,"            Tibeto-Burman languages, n.i.e.",,0
Language spoken most often at home,"          Sino-Tibetan languages, n.i.e.",,0
Language spoken most often at home,        Tai-Kadai languages,,35
Language spoken most often at home,          Lao,,25
Language spoken most often at home,          Thai,,10
Language spoken most often at home,"          Tai-Kadai languages, n.i.e.",,0
Language spoken most often at home,        Turkic languages,,875
Language spoken most often at home,          Azerbaijani,,195
Language spoken most often at home,          Kazakh,,0
Language spoken most often at home,          Turkish,,665
Language spoken most often at home,          Uyghur,,0
Language spoken most often at home,          Uzbek,,5
Language spoken most often at home,"          Turkic languages, n.i.e.",,10
Language spoken most often at home,        Uralic languages,,290
Language spoken most often at home,          Estonian,,10
Language spoken most often at home,          Finnish,,10
Language spoken most often at home,          Hungarian,,270
Language spoken most often at home,"        Other languages, n.i.e.",,0
Language spoken most often at home,  Multiple responses,,16490
Language spoken most often at home,    English and French,,280
Language spoken most often at home,    English and non-official language(s),,15605
Language spoken most often at home,    French and non-official language(s),,55
Language spoken most often at home,"    English, French and non-official language(s)",,190
Language spoken most often at home,    Multiple non-official languages,,360
Other language spoken regularly at home,Total - Other language(s) spoken regularly at home for the total population excluding institutional residents - 100% data,42,201045
Other language spoken regularly at home,  None,,133040
Other language spoken regularly at home,  English,,29785
Other language spoken regularly at home,  French,,1585
Other language spoken regularly at home,  Non-official language,,28415
Other language spoken regularly at home,    Indigenous,39,0
Other language spoken regularly at home,    Non-Indigenous,,28415
Other language spoken regularly at home,  English and French,,440
Other language spoken regularly at home,  English and non-official language(s),,3585
Other language spoken regularly at home,  French and non-official language(s),,1245
Other language spoken regularly at home,"  English, French and non-official language(s)",,75
Other language spoken regularly at home,  Multiple non-official languages,,2880
Knowledge of languages,Total - Knowledge of languages for the population in private households - 25% sample data,43,200930
Knowledge of languages,  Official languages,,188190
Knowledge of languages,    English,,188075
Knowledge of languages,    French,,14800
Knowledge of languages,  Non-official languages,,145915
Knowledge of languages,    Indigenous languages,39,10
Knowledge of languages,      Algonquian languages,,0
Knowledge of languages,        Blackfoot,,0
Knowledge of languages,        Cree-Innu languages,,0
Knowledge of languages,          Atikamekw,,0
Knowledge of languages,          Cree languages,,0
Knowledge of languages,            Ililimowin (Moose Cree),,0
Knowledge of languages,            Inu Ayimun (Southern East Cree),,0
Knowledge of languages,            Iyiyiw-Ayimiwin (Northern East Cree),,0
Knowledge of languages,            Nehinawewin (Swampy Cree),,0
Knowledge of languages,            Nehiyawewin (Plains Cree),,0
Knowledge of languages,            Nihithawiwin (Woods Cree),,0
Knowledge of languages,"            Cree, n.o.s.",,0
Knowledge of languages,          Innu (Montagnais),,0
Knowledge of languages,          Naskapi,,0
Knowledge of languages,        Eastern Algonquian languages,,0
Knowledge of languages,          Mi'kmaq,,0
Knowledge of languages,          Wolastoqewi (Malecite),,0
Knowledge of languages,        Ojibway-Potawatomi languages,,0
Knowledge of languages,          Anicinabemowin (Algonquin),,0
Knowledge of languages,          Oji-Cree,,0
Knowledge of languages,          Ojibway languages,,0
Knowledge of languages,            Anishinaabemowin (Chippewa),,0
Knowledge of languages,            Daawaamwin (Odawa),,0
Knowledge of languages,            Saulteau (Western Ojibway),,0
Knowledge of languages,"            Ojibway, n.o.s.",,0
Knowledge of languages,"        Algonquian languages, n.i.e.",,0
Knowledge of languages,      Athabaskan languages,,0
Knowledge of languages,        Northern Athabaskan languages,,0
Knowledge of languages,          Dakelh (Carrier),,0
Knowledge of languages,          Dane-zaa (Beaver),,0
Knowledge of languages,"          Dene, n.o.s.",,0
Knowledge of languages,          Gwich'in,,0
Knowledge of languages,          Slavey-Hare languages,,0
Knowledge of languages,            Deh Gah Ghotie Zhatie (South Slavey),,0
Knowledge of languages,            Satuotine Yati (North Slavey),,0
Knowledge of languages,"            Slavey, n.o.s.",,0
Knowledge of languages,          Tahltan languages,,0
Knowledge of languages,            Kaska (Nahani),,0
Knowledge of languages,            Tahltan,,0
Knowledge of languages,          Tlicho (Dogrib),,0
Knowledge of languages,          Tse'khene (Sekani),,0
Knowledge of languages,          Tsilhqot'in (Chilcotin),,0
Knowledge of languages,          Tsuu T'ina (Sarsi),,0
Knowledge of languages,          Tutchone languages,,0
Knowledge of languages,            Northern Tutchone,,0
Knowledge of languages,            Southern Tutchone,,0
Knowledge of languages,"            Tutchone, n.o.s.",,0
Knowledge of languages,          Wetsuwet'en-Babine,,0
Knowledge of languages,        Tlingit,,0
Knowledge of languages,"        Athabaskan languages, n.i.e.",,0
Knowledge of languages,      Haida,,0
Knowledge of languages,      Inuktut (Inuit) languages,,0
Knowledge of languages,        Inuinnaqtun (Inuvialuktun),,0
Knowledge of languages,          Inuinnaqtun,,0
Knowledge of languages,          Inuvialuktun,,0
Knowledge of languages,        Inuktitut,,0
Knowledge of languages,"        Inuktut (Inuit) languages, n.i.e.",,0
Knowledge of languages,      Iroquoian languages,,0
Knowledge of languages,        Cayuga,,0
Knowledge of languages,        Mohawk,,0
Knowledge of languages,        Oneida,,0
Knowledge of languages,"        Iroquoian languages, n.i.e.",,0
Knowledge of languages,      Ktunaxa (Kutenai),,0
Knowledge of languages,      Michif,,0
Knowledge of languages,      Salish languages,,0
Knowledge of languages,        Halkomelem,,0
Knowledge of languages,        Lillooet,,0
Knowledge of languages,        Ntlakapamux (Thompson),,0
Knowledge of languages,        Secwepemctsin (Shuswap),,0
Knowledge of languages,        Squamish,,0
Knowledge of languages,        Straits,,0
Knowledge of languages,        Syilx (Okanagan),,0
Knowledge of languages,"        Salish languages, n.i.e.",,0
Knowledge of languages,      Siouan languages,,0
Knowledge of languages,        Assiniboine,,0
Knowledge of languages,        Dakota,,0
Knowledge of languages,        Stoney,,0
Knowledge of languages,"        Siouan languages, n.i.e.",,0
Knowledge of languages,      Tsimshian languages,,0
Knowledge of languages,        Gitxsan (Gitksan),,0
Knowledge of languages,        Nisga'a,,0
Knowledge of languages,        Tsimshian,,0
Knowledge of languages,      Wakashan languages,,0
Knowledge of languages,        Haisla,,0
Knowledge of languages,        Heiltsuk,,0
Knowledge of languages,        Kwak'wala (Kwakiutl),,0
Knowledge of languages,        Nuu-chah-nulth (Nootka),,0
Knowledge of languages,"        Wakashan languages, n.i.e.",,0
Knowledge of languages,"      Indigenous languages, n.i.e.",,0
Knowledge of languages,"      Indigenous languages, n.o.s.",,0
Knowledge of languages,    Non-Indigenous languages,,145910
Knowledge of languages,      Afro-Asiatic languages,,7330
Knowledge of languages,        Berber languages,,0
Knowledge of languages,          Kabyle,,0
Knowledge of languages,          Tamazight,,0
Knowledge of languages,"          Berber languages, n.i.e.",,0
Knowledge of languages,        Chadic languages,,20
Knowledge of languages,          Hausa,,20
Knowledge of languages,          Mina,,0
Knowledge of languages,        Coptic,,125
Knowledge of languages,        Cushitic languages,,170
Knowledge of languages,          Bilen,,0
Knowledge of languages,          Oromo,,0
Knowledge of languages,          Somali,,170
Knowledge of languages,"          Cushitic languages, n.i.e.",,0
Knowledge of languages,        Semitic languages,,7125
Knowledge of languages,          Amharic,,40
Knowledge of languages,          Arabic,,4235
Knowledge of languages,          Aramaic languages,,140
Knowledge of languages,            Assyrian Neo-Aramaic,,110
Knowledge of languages,            Chaldean Neo-Aramaic,,0
Knowledge of languages,"            Aramaic, n.o.s.",,20
Knowledge of languages,          Harari,,0
Knowledge of languages,          Hebrew,,2735
Knowledge of languages,          Maltese,,35
Knowledge of languages,          Tigrigna,,15
Knowledge of languages,"          Semitic languages, n.i.e.",,0
Knowledge of languages,      Austro-Asiatic languages,,895
Knowledge of languages,        Khmer (Cambodian),,60
Knowledge of languages,        Vietnamese,,840
Knowledge of languages,"        Austro-Asiatic languages, n.i.e",,0
Knowledge of languages,      Austronesian languages,,3655
Knowledge of languages,        Bikol,,25
Knowledge of languages,"        Bisaya, n.o.s.",,120
Knowledge of languages,        Cebuano,,225
Knowledge of languages,        Fijian,,0
Knowledge of languages,        Hiligaynon,,50
Knowledge of languages,        Ilocano,,175
Knowledge of languages,        Indonesian,,310
Knowledge of languages,        Kankanaey,,0
Knowledge of languages,        Kinaray-a,,0
Knowledge of languages,        Malagasy languages,,0
Knowledge of languages,          Merina,,0
Knowledge of languages,"          Malagasy, n.o.s.",,0
Knowledge of languages,        Malay,,95
Knowledge of languages,"        Pampangan (Kapampangan, Pampango)",,50
Knowledge of languages,        Pangasinan,,0
Knowledge of languages,"        Tagalog (Pilipino, Filipino)",,3095
Knowledge of languages,        Waray-Waray,,0
Knowledge of languages,"        Austronesian languages, n.i.e.",,105
Knowledge of languages,      Creole languages,,340
Knowledge of languages,        Haitian Creole,,15
Knowledge of languages,        Jamaican English Creole,,20
Knowledge of languages,        Krio,,0
Knowledge of languages,        Morisyen,,170
Knowledge of languages,        Sango,,0
Knowledge of languages,"        Creole, n.o.s.",,75
Knowledge of languages,"        Creole languages, n.i.e.",,65
Knowledge of languages,      Dravidian languages,,2185
Knowledge of languages,        Kannada,,140
Knowledge of languages,        Malayalam,,445
Knowledge of languages,        Tamil,,1515
Knowledge of languages,        Telugu,,275
Knowledge of languages,        Tulu,,0
Knowledge of languages,"        Dravidian languages, n.i.e.",,0
Knowledge of languages,      Georgian,,40
Knowledge of languages,      Hmong-Mien languages,,0
Knowledge of languages,      Indo-European languages,,69010
Knowledge of languages,        Albanian,,320
Knowledge of languages,        Armenian,,1240
Knowledge of languages,        Balto-Slavic languages,,13630
Knowledge of languages,        Baltic languages,,150
Knowledge of languages,            Latvian,,95
Knowledge of languages,            Lithuanian,,60
Knowledge of languages,          Slavic languages,,13550
Knowledge of languages,            Belarusian,,80
Knowledge of languages,            Bulgarian,,210
Knowledge of languages,            Czech,,95
Knowledge of languages,            Macedonian,,500
Knowledge of languages,            Polish,,755
Knowledge of languages,            Russian,,11275
Knowledge of languages,            Rusyn,,0
Knowledge of languages,            Serbo-Croatian,,700
Knowledge of languages,              Bosnian,,40
Knowledge of languages,              Croatian,,250
Knowledge of languages,              Serbian,,445
Knowledge of languages,"              Serbo-Croatian, n.i.e.",,0
Knowledge of languages,            Slovak,,55
Knowledge of languages,            Slovene (Slovenian),,45
Knowledge of languages,            Ukrainian,,1405
Knowledge of languages,"            Slavic languages, n.i.e.",,0
Knowledge of languages,        Celtic languages,,20
Knowledge of languages,          Irish,,10
Knowledge of languages,          Scottish Gaelic,,0
