Topic,Characteristic,Note,Total
Mother tongue,        Niger-Congo languages,,5085
Mother tongue,          Akan (Twi),,2530
Mother tongue,          Bamanankan,,0
Mother tongue,          Edo,,170
Mother tongue,          Éwé,,40
Mother tongue,"          Fulah (Pular, Pulaar, Fulfulde)",,10
Mother tongue,          Ga,,100
Mother tongue,          Ganda,,40
Mother tongue,          Gikuyu,,35
Mother tongue,          Igbo,,285
Mother tongue,          Kinyarwanda (Rwanda),,60
Mother tongue,          Lingala,,15
Mother tongue,          Luba-Kasai,,5
Mother tongue,          Mòoré,,0
Mother tongue,          Mwani,,60
Mother tongue,          Ndebele,,15
Mother tongue,          Rundi (Kirundi),,25
Mother tongue,          Shona,,80
Mother tongue,          Soninke,,0
Mother tongue,          Sotho-Tswana languages,,5
Mother tongue,          Swahili,,295
Mother tongue,          Wojenaka,,0
Mother tongue,          Wolof,,15
Mother tongue,          Yoruba,,1000
Mother tongue,"          Niger-Congo languages, n.i.e.",,290
Mother tongue,        Nilo-Saharan languages,,40
Mother tongue,          Dinka,,0
Mother tongue,          Nuer,,0
Mother tongue,"          Nilo-Saharan languages, n.i.e.",,30
Mother tongue,"          African, n.o.s.",,5
Mother tongue,        Sign languages,,100
Mother tongue,          American Sign Language,,85
Mother tongue,          Quebec Sign Language,,0
Mother tongue,"          Sign languages, n.i.e.",,10
Mother tongue,        Sino-Tibetan languages,,5555
Mother tongue,          Chinese languages,,5370
Mother tongue,            Hakka,,130
Mother tongue,            Mandarin,,2195
Mother tongue,            Min Dong,,0
Mother tongue,"            Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",,195
Mother tongue,            Wu (Shanghainese),,35
Mother tongue,            Yue (Cantonese),,2775
Mother tongue,"            Chinese, n.o.s.",,45
Mother tongue,"            Chinese languages, n.i.e.",,0
Mother tongue,          Tibeto-Burman languages,,180
Mother tongue,            Burmese,,65
Mother tongue,            Kuki-Chin languages,,10
Mother tongue,            Karenic languages,,10
Mother tongue,              S'gaw Karen,,10
Mother tongue,"              Karenic languages, n.i.e.",,0
Mother tongue,            Tibetan,,35
Mother tongue,"            Tibeto-Burman languages, n.i.e.",,55
Mother tongue,"          Sino-Tibetan languages, n.i.e.",,10
Mother tongue,        Tai-Kadai languages,,425
Mother tongue,          Lao,,360
Mother tongue,          Thai,,60
Mother tongue,"          Tai-Kadai languages, n.i.e.",,0
Mother tongue,        Turkic languages,,485
Mother tongue,          Azerbaijani,,15
Mother tongue,          Kazakh,,0
Mother tongue,          Turkish,,460
Mother tongue,          Uyghur,,5
Mother tongue,          Uzbek,,5
Mother tongue,"          Turkic languages, n.i.e.",,0
Mother tongue,        Uralic languages,,580
Mother tongue,          Estonian,,25
Mother tongue,          Finnish,,50
Mother tongue,          Hungarian,,510
Mother tongue,"        Other languages, n.i.e.",,25
Mother tongue,  Multiple responses,,55890
Mother tongue,    English and French,,1715
Mother tongue,    English and non-official language(s),,48855
Mother tongue,    French and non-official language(s),,450
Mother tongue,"    English, French and non-official language(s)",,895
Mother tongue,    Multiple non-official languages,,3970
All languages spoken at home,Total - All languages spoken at home for the total population excluding institutional residents - 100% data,40,650820
All languages spoken at home,  English,,278785
All languages spoken at home,  French,,1250
All languages spoken at home,  Non-official language,,106895
All languages spoken at home,    Indigenous,39,10
All languages spoken at home,    Non-Indigenous,,106885
All languages spoken at home,  English and French,,4005
All languages spoken at home,  English and non-official language(s),,241585
All languages spoken at home,  French and non-official language(s),,385
All languages spoken at home,"  English, French and non-official language(s)",,6155
All languages spoken at home,  Multiple non-official languages,,11760
Language spoken most often at home,Total - Language spoken most often at home for the total population excluding institutional residents - 100% data,41,650820
Language spoken most often at home,  Single responses,,579760
Language spoken most often at home,    Official languages,,359800
Language spoken most often at home,      English,,357675
Language spoken most often at home,      French,,2125
Language spoken most often at home,    Non-official languages,,219955
Language spoken most often at home,      Indigenous languages,39,10
Language spoken most often at home,        Algonquian languages,,0
Language spoken most often at home,          Blackfoot,,0
Language spoken most often at home,          Cree-Innu languages,,0
Language spoken most often at home,            Atikamekw,,0
Language spoken most often at home,            Cree languages,,0
Language spoken most often at home,              Ililimowin (Moose Cree),,0
Language spoken most often at home,              Inu Ayimun (Southern East Cree),,0
Language spoken most often at home,              Iyiyiw-Ayimiwin (Northern East Cree),,0
Language spoken most often at home,              Nehinawewin (Swampy Cree),,0
Language spoken most often at home,              Nehiyawewin (Plains Cree),,0
Language spoken most often at home,              Nihithawiwin (Woods Cree),,0
Language spoken most often at home,"              Cree, n.o.s.",,0
Language spoken most often at home,            Innu (Montagnais),,0
Language spoken most often at home,            Naskapi,,0
Language spoken most often at home,          Eastern Algonquian languages,,0
Language spoken most often at home,            Mi'kmaq,,0
Language spoken most often at home,            Wolastoqewi (Malecite),,0
Language spoken most often at home,          Ojibway-Potawatomi languages,,0
Language spoken most often at home,            Anicinabemowin (Algonquin),,0
Language spoken most often at home,            Oji-Cree,,0
Language spoken most often at home,            Ojibway languages,,0
Language spoken most often at home,              Anishinaabemowin (Chippewa),,0
Language spoken most often at home,              Daawaamwin (Odawa),,0
Language spoken most often at home,              Saulteau (Western Ojibway),,0
Language spoken most often at home,"              Ojibway, n.o.s.",,0
Language spoken most often at home,"          Algonquian languages, n.i.e.",,0
Language spoken most often at home,        Athabaskan languages,,0
Language spoken most often at home,          Northern Athabaskan languages,,0
Language spoken most often at home,            Dakelh (Carrier),,0
Language spoken most often at home,            Dane-zaa (Beaver),,0
Language spoken most often at home,"            Dene, n.o.s.",,0
Language spoken most often at home,            Gwich'in,,0
Language spoken most often at home,            Slavey-Hare languages,,0
Language spoken most often at home,              Deh Gah Ghotie Zhatie (South Slavey),,0
Language spoken most often at home,              Satuotine Yati (North Slavey),,0
Language spoken most often at home,"              Slavey, n.o.s.",,0
Language spoken most often at home,            Tahltan languages,,0
Language spoken most often at home,              Kaska (Nahani),,0
Language spoken most often at home,              Tahltan,,0
Language spoken most often at home,            Tlicho (Dogrib),,0
Language spoken most often at home,            Tse'khene (Sekani),,0
Language spoken most often at home,            Tsilhqot'in (Chilcotin),,0
Language spoken most often at home,            Tsuu T'ina (Sarsi),,0
Language spoken most often at home,            Tutchone languages,,0
Language spoken most often at home,              Northern Tutchone,,0
Language spoken most often at home,              Southern Tutchone,,0
Language spoken most often at home,"              Tutchone, n.o.s.",,0
Language spoken most often at home,            Wetsuwet'en-Babine,,0
Language spoken most often at home,          Tlingit,,0
Language spoken most often at home,"          Athabaskan languages, n.i.e.",,0
Language spoken most often at home,        Haida,,0
Language spoken most often at home,        Inuktut (Inuit) languages,,0
Language spoken most often at home,          Inuinnaqtun (Inuvialuktun),,0
Language spoken most often at home,            Inuinnaqtun,,0
Language spoken most often at home,            Inuvialuktun,,0
Language spoken most often at home,          Inuktitut,,0
Language spoken most often at home,"          Inuktut (Inuit) languages, n.i.e.",,0
Language spoken most often at home,        Iroquoian languages,,0
Language spoken most often at home,          Cayuga,,0
Language spoken most often at home,          Mohawk,,0
Language spoken most often at home,          Oneida,,0
Language spoken most often at home,"          Iroquoian languages, n.i.e.",,0
Language spoken most often at home,        Ktunaxa (Kutenai),,0
Language spoken most often at home,        Michif,,0
Language spoken most often at home,        Salish languages,,0
Language spoken most often at home,          Halkomelem,,0
Language spoken most often at home,          Lillooet,,0
Language spoken most often at home,          Ntlakapamux (Thompson),,0
Language spoken most often at home,          Secwepemctsin (Shuswap),,0
Language spoken most often at home,          Squamish,,0
Language spoken most often at home,          Straits,,0
Language spoken most often at home,          Syilx (Okanagan),,0
Language spoken most often at home,"          Salish languages, n.i.e.",,0
Language spoken most often at home,        Siouan languages,,0
Language spoken most often at home,          Assiniboine,,0
Language spoken most often at home,          Dakota,,0
Language spoken most often at home,          Stoney,,0
Language spoken most often at home,"          Siouan languages, n.i.e.",,0
Language spoken most often at home,        Tsimshian languages,,0
Language spoken most often at home,          Gitxsan (Gitksan),,0
Language spoken most often at home,          Nisga'a,,0
Language spoken most often at home,          Tsimshian,,0
Language spoken most often at home,        Wakashan languages,,0
Language spoken most often at home,          Haisla,,0
Language spoken most often at home,          Heiltsuk,,0
Language spoken most often at home,          Kwak'wala (Kwakiutl),,0
Language spoken most often at home,          Nuu-chah-nulth (Nootka),,0
Language spoken most often at home,"          Wakashan languages, n.i.e.",,0
Language spoken most often at home,"        Indigenous languages, n.i.e.",,0
Language spoken most often at home,"        Indigenous languages, n.o.s.",,0
Language spoken most often at home,      Non-Indigenous languages,,219950
Language spoken most often at home,        Afro-Asiatic languages,,4860
Language spoken most often at home,          Berber languages,,10
Language spoken most often at home,            Kabyle,,0
Language spoken most often at home,            Tamazight,,0
Language spoken most often at home,"            Berber languages, n.i.e.",,0
Language spoken most often at home,          Chadic languages,,55
Language spoken most often at home,            Hausa,,55
Language spoken most often at home,            Mina,,0
Language spoken most often at home,          Coptic,,10
Language spoken most often at home,          Cushitic languages,,350
Language spoken most often at home,            Bilen,,0
Language spoken most often at home,            Oromo,,35
Language spoken most often at home,            Somali,,315
Language spoken most often at home,"            Cushitic languages, n.i.e.",,0
Language spoken most often at home,          Semitic languages,,4435
Language spoken most often at home,            Amharic,,140
Language spoken most often at home,            Arabic,,2245
Language spoken most often at home,            Aramaic languages,,1910
Language spoken most often at home,              Assyrian Neo-Aramaic,,1420
Language spoken most often at home,              Chaldean Neo-Aramaic,,425
Language spoken most often at home,"              Aramaic, n.o.s.",,65
Language spoken most often at home,            Harari,,15
Language spoken most often at home,            Hebrew,,5
Language spoken most often at home,            Maltese,,75
Language spoken most often at home,            Tigrigna,,45
Language spoken most often at home,"            Semitic languages, n.i.e.",,5
Language spoken most often at home,        Austro-Asiatic languages,,3140
Language spoken most often at home,          Khmer (Cambodian),,85
Language spoken most often at home,          Vietnamese,,3055
Language spoken most often at home,"          Austro-Asiatic languages, n.i.e",,0
Language spoken most often at home,        Austronesian languages,,6260
Language spoken most often at home,          Bikol,,15
Language spoken most often at home,"          Bisaya, n.o.s.",,50
Language spoken most often at home,          Cebuano,,170
Language spoken most often at home,          Fijian,,0
Language spoken most often at home,          Hiligaynon,,80
Language spoken most often at home,          Ilocano,,260
Language spoken most often at home,          Indonesian,,45
Language spoken most often at home,          Kankanaey,,0
Language spoken most often at home,          Kinaray-a,,0
Language spoken most often at home,          Malagasy languages,,0
Language spoken most often at home,            Merina,,0
Language spoken most often at home,"            Malagasy, n.o.s.",,0
Language spoken most often at home,          Malay,,10
Language spoken most often at home,"          Pampangan (Kapampangan, Pampango)",,80
Language spoken most often at home,          Pangasinan,,15
Language spoken most often at home,"          Tagalog (Pilipino, Filipino)",,5505
Language spoken most often at home,          Waray-Waray,,5
Language spoken most often at home,"          Austronesian languages, n.i.e.",,25
Language spoken most often at home,        Creole languages,,485
Language spoken most often at home,          Haitian Creole,,60
Language spoken most often at home,          Jamaican English Creole,,35
Language spoken most often at home,          Krio,,15
Language spoken most often at home,          Morisyen,,175
Language spoken most often at home,          Sango,,0
Language spoken most often at home,"          Creole, n.o.s.",,130
Language spoken most often at home,"          Creole languages, n.i.e.",,65
Language spoken most often at home,        Dravidian languages,,15685
Language spoken most often at home,          Kannada,,365
Language spoken most often at home,          Malayalam,,2500
Language spoken most often at home,          Tamil,,10790
Language spoken most often at home,          Telugu,,1990
Language spoken most often at home,          Tulu,,20
Language spoken most often at home,"          Dravidian languages, n.i.e.",,15
Language spoken most often at home,        Georgian,,0
Language spoken most often at home,        Hmong-Mien languages,,0
Language spoken most often at home,        Indo-European languages,,182510
Language spoken most often at home,          Albanian,,95
Language spoken most often at home,          Armenian,,65
Language spoken most often at home,          Balto-Slavic languages,,3300
Language spoken most often at home,            Baltic languages,,10
Language spoken most often at home,              Latvian,,5
Language spoken most often at home,              Lithuanian,,5
Language spoken most often at home,            Slavic languages,,3295
Language spoken most often at home,              Belarusian,,0
Language spoken most often at home,              Bulgarian,,55
Language spoken most often at home,              Czech,,60
Language spoken most often at home,              Macedonian,,90
Language spoken most often at home,              Polish,,1840
Language spoken most often at home,              Russian,,420
Language spoken most often at home,              Rusyn,,0
Language spoken most often at home,              Serbo-Croatian,,605
Language spoken most often at home,                Bosnian,,65
Language spoken most often at home,                Croatian,,360
Language spoken most often at home,                Serbian,,175
Language spoken most often at home,"                Serbo-Croatian, n.i.e.",,0
Language spoken most often at home,              Slovak,,50
Language spoken most often at home,              Slovene (Slovenian),,20
Language spoken most often at home,              Ukrainian,,150
Language spoken most often at home,"              Slavic languages, n.i.e.",,0
Language spoken most often at home,          Celtic languages,,5
Language spoken most often at home,            Irish,,0
Language spoken most often at home,            Scottish Gaelic,,0
Language spoken most often at home,            Welsh,,0
Language spoken most often at home,"            Celtic languages, n.i.e.",,0
Language spoken most often at home,          Germanic languages,,175
Language spoken most often at home,            Frisian,,10
Language spoken most often at home,            High German languages,,75
Language spoken most often at home,              German,,75
Language spoken most often at home,              Pennsylvania German,,0
Language spoken most often at home,              Swiss German,,0
Language spoken most often at home,              Yiddish,,0
Language spoken most often at home,            Low Saxon-Low Franconian languages,,90
Language spoken most often at home,              Afrikaans,,5
Language spoken most often at home,              Dutch,,85
Language spoken most often at home,"              Low German, n.o.s.",,0
Language spoken most often at home,              Low Saxon,,0
Language spoken most often at home,              Plautdietsch,,0
Language spoken most often at home,              Vlaams (Flemish),,0
Language spoken most often at home,            Scandinavian languages,,5
Language spoken most often at home,              Danish,,0
Language spoken most often at home,              Icelandic,,0
Language spoken most often at home,              Norwegian,,0
Language spoken most often at home,              Swedish,,0
Language spoken most often at home,"            Germanic languages, n.i.e.",,0
Language spoken most often at home,          Greek,,160
Language spoken most often at home,          Indo-Iranian languages,,167395
Language spoken most often at home,            Indo-Aryan languages,,164810
Language spoken most often at home,              Assamese,,0
Language spoken most often at home,              Bengali,,1920
Language spoken most often at home,              Gujarati,,16195
Language spoken most often at home,              Hindi,,13560
Language spoken most often at home,              Kacchi,,100
Language spoken most often at home,              Kashmiri,,15
Language spoken most often at home,              Konkani,,90
Language spoken most often at home,              Marathi,,710
Language spoken most often at home,              Nepali,,1355
Language spoken most often at home,              Oriya languages,,85
Language spoken most often at home,                Odia,,65
Language spoken most often at home,"                Oriya, n.o.s.",,25
Language spoken most often at home,              Punjabi (Panjabi),,114145
Language spoken most often at home,              Rohingya,,0
Language spoken most often at home,              Sindhi,,205
Language spoken most often at home,              Sinhala (Sinhalese),,865
Language spoken most often at home,              Urdu,,15405
Language spoken most often at home,"              Indo-Aryan languages, n.i.e.",,155
Language spoken most often at home,            Iranian languages,,2570
Language spoken most often at home,              Baluchi,,10
Language spoken most often at home,              Kurdish,,60
Language spoken most often at home,              Parsi,,0
Language spoken most often at home,              Pashto,,615
Language spoken most often at home,              Persian languages,,1880
Language spoken most often at home,                Dari,,1360
Language spoken most often at home,                Iranian Persian,,270
Language spoken most often at home,"                Persian (Farsi), n.o.s.",,250
Language spoken most often at home,"              Iranian languages, n.i.e.",,0
Language spoken most often at home,"            Indo-Iranian languages, n.i.e.",,15
Language spoken most often at home,          Italic (Romance) languages,,11300
Language spoken most often at home,            Catalan,,0
Language spoken most often at home,            Italian,,1450
Language spoken most often at home,            Portuguese,,3710
Language spoken most often at home,            Romanian,,205
Language spoken most often at home,            Spanish,,5940
Language spoken most often at home,"            Italic (Romance) languages, n.i.e.",,0
Language spoken most often at home,"          Indo-European languages, n.i.e.",,15
Language spoken most often at home,        Japanese,,60
Language spoken most often at home,        Korean,,220
Language spoken most often at home,        Mongolian,,0
Language spoken most often at home,        Niger-Congo languages,,2050
Language spoken most often at home,          Akan (Twi),,1175
Language spoken most often at home,          Bamanankan,,0
Language spoken most often at home,          Edo,,35
Language spoken most often at home,          Éwé,,10
Language spoken most often at home,"          Fulah (Pular, Pulaar, Fulfulde)",,0
Language spoken most often at home,          Ga,,40
Language spoken most often at home,          Ganda,,15
Language spoken most often at home,          Gikuyu,,0
Language spoken most often at home,          Igbo,,100
Language spoken most often at home,          Kinyarwanda (Rwanda),,30
Language spoken most often at home,          Lingala,,10
Language spoken most often at home,          Luba-Kasai,,0
Language spoken most often at home,          Mòoré,,0
Language spoken most often at home,          Mwani,,15
Language spoken most often at home,          Ndebele,,10
Language spoken most often at home,          Rundi (Kirundi),,0
Language spoken most often at home,          Shona,,30
Language spoken most often at home,          Soninke,,0
Language spoken most often at home,          Sotho-Tswana languages,,0
Language spoken most often at home,          Swahili,,90
Language spoken most often at home,          Wojenaka,,0
Language spoken most often at home,          Wolof,,5
Language spoken most often at home,          Yoruba,,410
Language spoken most often at home,"          Niger-Congo languages, n.i.e.",,55
Language spoken most often at home,        Nilo-Saharan languages,,20
Language spoken most often at home,          Dinka,,0
Language spoken most often at home,          Nuer,,0
Language spoken most often at home,"          Nilo-Saharan languages, n.i.e.",,20
Language spoken most often at home,"          African, n.o.s.",,0
Language spoken most often at home,        Sign languages,,200
Language spoken most often at home,          American Sign Language,,165
Language spoken most often at home,          Quebec Sign Language,,0
Language spoken most often at home,"          Sign languages, n.i.e.",,40
Language spoken most often at home,        Sino-Tibetan languages,,3740
Language spoken most often at home,          Chinese languages,,3660
Language spoken most often at home,            Hakka,,45
Language spoken most often at home,            Mandarin,,1565
Language spoken most often at home,            Min Dong,,0
Language spoken most often at home,"            Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",,100
Language spoken most often at home,            Wu (Shanghainese),,30
Language spoken most often at home,            Yue (Cantonese),,1895
Language spoken most often at home,"            Chinese, n.o.s.",,20
Language spoken most often at home,"            Chinese languages, n.i.e.",,0
Language spoken most often at home,          Tibeto-Burman languages,,75
Language spoken most often at home,            Burmese,,30
Language spoken most often at home,            Kuki-Chin languages,,0
Language spoken most often at home,            Karenic languages,,5
Language spoken most often at home,              S'gaw Karen,,5
Language spoken most often at home,"              Karenic languages, n.i.e.",,0
Language spoken most often at home,            Tibetan,,20
Language spoken most often at home,"            Tibeto-Burman languages, n.i.e.",,10
Language spoken most often at home,"          Sino-Tibetan languages, n.i.e.",,0
Language spoken most often at home,        Tai-Kadai languages,,225
Language spoken most often at home,          Lao,,200
Language spoken most often at home,          Thai,,20
Language spoken most often at home,"          Tai-Kadai languages, n.i.e.",,0
Language spoken most often at home,        Turkic languages,,290
Language spoken most often at home,          Azerbaijani,,10
Language spoken most often at home,          Kazakh,,0
Language spoken most often at home,          Turkish,,270
Language spoken most often at home,          Uyghur,,0
Language spoken most often at home,          Uzbek,,0
Language spoken most often at home,"          Turkic languages, n.i.e.",,0
Language spoken most often at home,        Uralic languages,,205
Language spoken most often at home,          Estonian,,0
Language spoken most often at home,          Finnish,,5
Language spoken most often at home,          Hungarian,,200
Language spoken most often at home,"        Other languages, n.i.e.",,15
Language spoken most often at home,  Multiple responses,,71065
Language spoken most often at home,    English and French,,1080
Language spoken most often at home,    English and non-official language(s),,67835
Language spoken most often at home,    French and non-official language(s),,165
Language spoken most often at home,"    English, French and non-official language(s)",,680
Language spoken most often at home,    Multiple non-official languages,,1310
Other language spoken regularly at home,Total - Other language(s) spoken regularly at home for the total population excluding institutional residents - 100% data,42,650825
Other language spoken regularly at home,  None,,440225
Other language spoken regularly at home,  English,,80760
Other language spoken regularly at home,  French,,4160
Other language spoken regularly at home,  Non-official language,,87925
Other language spoken regularly at home,    Indigenous,39,10
Other language spoken regularly at home,    Non-Indigenous,,87915
Other language spoken regularly at home,  English and French,,890
Other language spoken regularly at home,  English and non-official language(s),,21365
Other language spoken regularly at home,  French and non-official language(s),,2455
Other language spoken regularly at home,"  English, French and non-official language(s)",,245
Other language spoken regularly at home,  Multiple non-official languages,,12800
Knowledge of languages,Total - Knowledge of languages for the population in private households - 25% sample data,43,650160
Knowledge of languages,  Official languages,,618515
Knowledge of languages,    English,,618060
Knowledge of languages,    French,,30010
Knowledge of languages,  Non-official languages,,412635
Knowledge of languages,    Indigenous languages,39,40
Knowledge of languages,      Algonquian languages,,30
Knowledge of languages,        Blackfoot,,0
Knowledge of languages,        Cree-Innu languages,,10
Knowledge of languages,          Atikamekw,,0
Knowledge of languages,          Cree languages,,10
Knowledge of languages,            Ililimowin (Moose Cree),,0
Knowledge of languages,            Inu Ayimun (Southern East Cree),,0
Knowledge of languages,            Iyiyiw-Ayimiwin (Northern East Cree),,0
Knowledge of languages,            Nehinawewin (Swampy Cree),,0
Knowledge of languages,            Nehiyawewin (Plains Cree),,0
Knowledge of languages,            Nihithawiwin (Woods Cree),,0
Knowledge of languages,"            Cree, n.o.s.",,10
Knowledge of languages,          Innu (Montagnais),,0
Knowledge of languages,          Naskapi,,0
Knowledge of languages,        Eastern Algonquian languages,,0
Knowledge of languages,          Mi'kmaq,,0
Knowledge of languages,          Wolastoqewi (Malecite),,0
Knowledge of languages,        Ojibway-Potawatomi languages,,10
Knowledge of languages,          Anicinabemowin (Algonquin),,0
Knowledge of languages,          Oji-Cree,,0
Knowledge of languages,          Ojibway languages,,0
Knowledge of languages,            Anishinaabemowin (Chippewa),,0
Knowledge of languages,            Daawaamwin (Odawa),,0
Knowledge of languages,            Saulteau (Western Ojibway),,0
Knowledge of languages,"            Ojibway, n.o.s.",,0
Knowledge of languages,"        Algonquian languages, n.i.e.",,0
Knowledge of languages,      Athabaskan languages,,0
Knowledge of languages,        Northern Athabaskan languages,,0
Knowledge of languages,          Dakelh (Carrier),,0
Knowledge of languages,          Dane-zaa (Beaver),,0
Knowledge of languages,"          Dene, n.o.s.",,0
Knowledge of languages,          Gwich'in,,0
Knowledge of languages,          Slavey-Hare languages,,0
Knowledge of languages,            Deh Gah Ghotie Zhatie (South Slavey),,0
Knowledge of languages,            Satuotine Yati (North Slavey),,0
Knowledge of languages,"            Slavey, n.o.s.",,0
Knowledge of languages,          Tahltan languages,,0
Knowledge of languages,            Kaska (Nahani),,0
Knowledge of languages,            Tahltan,,0
Knowledge of languages,          Tlicho (Dogrib),,0
Knowledge of languages,          Tse'khene (Sekani),,0
Knowledge of languages,          Tsilhqot'in (Chilcotin),,0
Knowledge of languages,          Tsuu T'ina (Sarsi),,0
Knowledge of languages,          Tutchone languages,,0
Knowledge of languages,            Northern Tutchone,,0
Knowledge of languages,            Southern Tutchone,,0
Knowledge of languages,"            Tutchone, n.o.s.",,0
Knowledge of languages,          Wetsuwet'en-Babine,,0
Knowledge of languages,        Tlingit,,0
Knowledge of languages,"        Athabaskan languages, n.i.e.",,0
Knowledge of languages,      Haida,,0
Knowledge of languages,      Inuktut (Inuit) languages,,0
Knowledge of languages,        Inuinnaqtun (Inuvialuktun),,0
Knowledge of languages,          Inuinnaqtun,,0
Knowledge of languages,          Inuvialuktun,,0
Knowledge of languages,        Inuktitut,,0
Knowledge of languages,"        Inuktut (Inuit) languages, n.i.e.",,0
Knowledge of languages,      Iroquoian languages,,0
Knowledge of languages,        Cayuga,,0
Knowledge of languages,        Mohawk,,0
Knowledge of languages,        Oneida,,0
Knowledge of languages,"        Iroquoian languages, n.i.e.",,0
Knowledge of languages,      Ktunaxa (Kutenai),,0
Knowledge of languages,      Michif,,0
Knowledge of languages,      Salish languages,,0
Knowledge of languages,        Halkomelem,,0
Knowledge of languages,        Lillooet,,0
Knowledge of languages,        Ntlakapamux (Thompson),,0
Knowledge of languages,        Secwepemctsin (Shuswap),,0
Knowledge of languages,        Squamish,,0
Knowledge of languages,        Straits,,0
Knowledge of languages,        Syilx (Okanagan),,0
Knowledge of languages,"        Salish languages, n.i.e.",,0
Knowledge of languages,      Siouan languages,,0
Knowledge of languages,        Assiniboine,,0
Knowledge of languages,        Dakota,,0
Knowledge of languages,        Stoney,,0
Knowledge of languages,"        Siouan languages, n.i.e.",,0
Knowledge of languages,      Tsimshian languages,,0
Knowledge of languages,        Gitxsan (Gitksan),,0
Knowledge of languages,        Nisga'a,,0
Knowledge of languages,        Tsimshian,,0
Knowledge of languages,      Wakashan languages,,0
Knowledge of languages,        Haisla,,0
Knowledge of languages,        Heiltsuk,,0
Knowledge of languages,        Kwak'wala (Kwakiutl),,0
Knowledge of languages,        Nuu-chah-nulth (Nootka),,0
Knowledge of languages,"        Wakashan languages, n.i.e.",,0
Knowledge of languages,"      Indigenous languages, n.i.e.",,0
Knowledge of languages,"      Indigenous languages, n.o.s.",,0
Knowledge of languages,    Non-Indigenous languages,,412605
Knowledge of languages,      Afro-Asiatic languages,,12625
Knowledge of languages,        Berber languages,,40
Knowledge of languages,          Kabyle,,0
Knowledge of languages,          Tamazight,,20
Knowledge of languages,"          Berber languages, n.i.e.",,20
Knowledge of languages,        Chadic languages,,315
Knowledge of languages,          Hausa,,305
Knowledge of languages,          Mina,,10
Knowledge of languages,        Coptic,,65
Knowledge of languages,        Cushitic languages,,1395
Knowledge of languages,          Bilen,,0
Knowledge of languages,          Oromo,,160
Knowledge of languages,          Somali,,1245
Knowledge of languages,"          Cushitic languages, n.i.e.",,0
Knowledge of languages,        Semitic languages,,11095
Knowledge of languages,          Amharic,,395
Knowledge of languages,          Arabic,,8475
Knowledge of languages,          Aramaic languages,,3415
Knowledge of languages,            Assyrian Neo-Aramaic,,2440
Knowledge of languages,            Chaldean Neo-Aramaic,,890
Knowledge of languages,"            Aramaic, n.o.s.",,110
Knowledge of languages,          Harari,,55
Knowledge of languages,          Hebrew,,120
Knowledge of languages,          Maltese,,485
Knowledge of languages,          Tigrigna,,125
Knowledge of languages,"          Semitic languages, n.i.e.",,35
Knowledge of languages,      Austro-Asiatic languages,,6210
Knowledge of languages,        Khmer (Cambodian),,250
Knowledge of languages,        Vietnamese,,6030
Knowledge of languages,"        Austro-Asiatic languages, n.i.e",,0
Knowledge of languages,      Austronesian languages,,15770
Knowledge of languages,        Bikol,,55
Knowledge of languages,"        Bisaya, n.o.s.",,45
Knowledge of languages,        Cebuano,,490
Knowledge of languages,        Fijian,,20
Knowledge of languages,        Hiligaynon,,305
Knowledge of languages,        Ilocano,,1130
Knowledge of languages,        Indonesian,,225
Knowledge of languages,        Kankanaey,,10
Knowledge of languages,        Kinaray-a,,10
Knowledge of languages,        Malagasy languages,,0
Knowledge of languages,          Merina,,0
Knowledge of languages,"          Malagasy, n.o.s.",,0
Knowledge of languages,        Malay,,305
Knowledge of languages,"        Pampangan (Kapampangan, Pampango)",,240
Knowledge of languages,        Pangasinan,,180
Knowledge of languages,"        Tagalog (Pilipino, Filipino)",,14925
Knowledge of languages,        Waray-Waray,,65
Knowledge of languages,"        Austronesian languages, n.i.e.",,285
Knowledge of languages,      Creole languages,,3135
Knowledge of languages,        Haitian Creole,,350
Knowledge of languages,        Jamaican English Creole,,415
Knowledge of languages,        Krio,,95
Knowledge of languages,        Morisyen,,760
Knowledge of languages,        Sango,,0
Knowledge of languages,"        Creole, n.o.s.",,1210
Knowledge of languages,"        Creole languages, n.i.e.",,400
Knowledge of languages,      Dravidian languages,,32435
Knowledge of languages,        Kannada,,1805
Knowledge of languages,        Malayalam,,6090
Knowledge of languages,        Tamil,,21475
Knowledge of languages,        Telugu,,5540
Knowledge of languages,        Tulu,,160
Knowledge of languages,"        Dravidian languages, n.i.e.",,30
Knowledge of languages,      Georgian,,0
Knowledge of languages,      Hmong-Mien languages,,0
Knowledge of languages,      Indo-European languages,,332320
Knowledge of languages,        Albanian,,195
Knowledge of languages,        Armenian,,155
Knowledge of languages,        Balto-Slavic languages,,8750
Knowledge of languages,        Baltic languages,,115
Knowledge of languages,            Latvian,,65
Knowledge of languages,            Lithuanian,,55
Knowledge of languages,          Slavic languages,,8660
Knowledge of languages,            Belarusian,,0
Knowledge of languages,            Bulgarian,,160
Knowledge of languages,            Czech,,215
Knowledge of languages,            Macedonian,,405
Knowledge of languages,            Polish,,4155
Knowledge of languages,            Russian,,1490
Knowledge of languages,            Rusyn,,0
Knowledge of languages,            Serbo-Croatian,,2015
Knowledge of languages,              Bosnian,,275
Knowledge of languages,              Croatian,,1290
Knowledge of languages,              Serbian,,755
